Genome_id	Genbank_id	Status	Population_number
HM452126	HM452126	MEM	176
PQ287320	PQ287320	REP	177
MW845759	MW845759	REP	178
JX094500	JX094500	REP	179
MK514282	MK514282	REP	180
KX397367	KX397367	MEM	180
AP014693	AP014693	REP	181
JX100814	JX100814	REP	182
MZ422438	MZ422438	REP	183
MT661596	MT661596	REP	184
AP014927	AP014927	REP	185
GU396103	GU396103	REP	186
MN871440	MN871440	MEM	186
MH791401	MH791401	MEM	186
KT624200	KT624200	REP	187
MN094788	MN094788	REP	188
MT586120	MT586120	REP	189
KU686212	KU686212	MEM	189
KU686213	KU686213	MEM	189
MH588544	MH588544	REP	190
JQ362498	JQ362498	REP	191
EF583821	EF583821	REP	192
OR513085	OR513085	REP	193
OP991903	OP991903	REP	194
KF623294	KF623294	MEM	194
MT161459	MT161459	REP	195
OM634661	OM634661	REP	196
MN018232	MN018232	REP	197
OR050627	OR050627	REP	198
MN334766	MN334766	REP	199
OP599913	OP599913	REP	200
AJ697969	AJ697969	MEM	200
OR413575	OR413575	REP	201
PP438435	PP438435	REP	202
MK799832	MK799832	REP	203
MT366760	MT366760	REP	204
MN988521	MN988521	REP	205
MN988522	MN988522	MEM	205
MN988524	MN988524	MEM	205
MN988523	MN988523	MEM	205
MN988525	MN988525	MEM	205
ON529858	ON529858	REP	206
KR052482	KR052482	REP	207
KR052480	KR052480	MEM	207
KR052481	KR052481	MEM	207
KF381361	KF381361	MEM	207
MF351863	MF351863	REP	208
OP589283	OP589283	REP	209
PP496441	PP496441	REP	210
PP496439	PP496439	MEM	210
PP496440	PP496440	MEM	210
PP496442	PP496442	MEM	210
PP496437	PP496437	MEM	210
PP496436	PP496436	MEM	210
PP496443	PP496443	MEM	210
PP496438	PP496438	MEM	210
PP496444	PP496444	REP	211
MW749006	MW749006	REP	212
OQ427096	OQ427096	REP	213
OQ921725	OQ921725	REP	214
KU160494	KU160494	REP	215
ON758385	ON758385	REP	216
OM971648	OM971648	REP	217
OM971649	OM971649	MEM	217
HQ918180	HQ918180	MEM	217
PQ187642	PQ187642	MEM	217
MW448170	MW448170	MEM	217
PP505786	PP505786	MEM	217
KT001918	KT001918	MEM	217
OM103621	OM103621	MEM	217
MT157285	MT157285	MEM	217
GU295964	GU295964	MEM	217
LT607758	LT607758	MEM	217
OR138015	OR138015	MEM	217
OR256021	OR256021	MEM	217
OQ267591	OQ267591	MEM	217
PP505787	PP505787	MEM	217
MZ322895	MZ322895	MEM	217
ON515458	ON515458	MEM	217
PP993148	PP993148	MEM	217
KT321315	KT321315	MEM	217
PP554337	PP554337	MEM	217
PP444687	PP444687	MEM	217
KT001919	KT001919	MEM	217
PP889503	PP889503	MEM	217
PP526028	PP526028	MEM	217
OK631813	OK631813	MEM	217
OK631812	OK631812	MEM	217
OR532814	OR532814	MEM	217
OR532800	OR532800	MEM	217
OR532796	OR532796	MEM	217
PP889462	PP889462	MEM	217
OR532815	OR532815	MEM	217
MZ612130	MZ612130	MEM	217
PP978606	PP978606	MEM	217
OR256022	OR256022	MEM	217
OR532846	OR532846	MEM	217
OR234023	OR234023	MEM	217
OR532802	OR532802	MEM	217
MZ707157	MZ707157	MEM	217
OP684128	OP684128	MEM	217
OP045497	OP045497	MEM	217
PP556864	PP556864	MEM	217
LC768473	LC768473	MEM	217
LC768474	LC768474	MEM	217
LC768481	LC768481	MEM	217
LC768469	LC768469	MEM	217
LC768466	LC768466	MEM	217
LC768472	LC768472	MEM	217
LC768479	LC768479	MEM	217
LC768464	LC768464	MEM	217
LC768482	LC768482	MEM	217
LC768480	LC768480	MEM	217
LC768463	LC768463	MEM	217
LC768465	LC768465	MEM	217
LC768475	LC768475	MEM	217
LC768496	LC768496	MEM	217
PP444686	PP444686	MEM	217
OR256023	OR256023	MEM	217
PP736830	PP736830	MEM	217
PQ492290	PQ492290	MEM	217
LC768483	LC768483	MEM	217
PP782000	PP782000	MEM	217
MN101223	MN101223	MEM	217
MN101221	MN101221	MEM	217
PP273509	PP273509	MEM	217
OR532803	OR532803	MEM	217
PP312924	PP312924	MEM	217
PP273508	PP273508	MEM	217
MN101224	MN101224	MEM	217
KU686199	KU686199	REP	218
KU686198	KU686198	MEM	218
KU686197	KU686197	MEM	218
KX349293	KX349293	REP	219
KX349294	KX349294	MEM	219
KX349291	KX349291	MEM	219
KX349296	KX349296	MEM	219
KU686192	KU686192	REP	220
KU686193	KU686193	MEM	220
KU686195	KU686195	MEM	220
KU686196	KU686196	MEM	220
KU686194	KU686194	MEM	220
KM359505	KM359505	REP	221
AJ630128	AJ630128	REP	222
LN828717	LN828717	MEM	222
AF363675	AF363675	MEM	222
PP083315	PP083315	REP	223
PP083314	PP083314	MEM	223
MK387337	MK387337	MEM	223
MT366761	MT366761	REP	224
MZ150783	MZ150783	REP	225
MN908685	MN908685	MEM	225
FM207411	FM207411	REP	226
KU594606	KU594606	REP	227
PQ559666	PQ559666	REP	228
MN234211	MN234211	MEM	228
MN234206	MN234206	MEM	228
OK040794	OK040794	REP	229
MW980064	MW980064	REP	230
MN988515	MN988515	REP	231
MN988535	MN988535	MEM	231
MW980063	MW980063	MEM	231
MN988540	MN988540	MEM	231
KX349297	KX349297	REP	232
KX349292	KX349292	MEM	232
KU594607	KU594607	MEM	232
GU071105	GU071105	MEM	232
KX349295	KX349295	MEM	232
OM632671	OM632671	REP	233
PQ480333	PQ480333	MEM	233
OQ067374	OQ067374	MEM	233
OL960577	OL960577	MEM	233
OL960576	OL960576	MEM	233
KR422352	KR422352	MEM	233
MZ234025	MZ234025	MEM	233
MK373784	MK373784	MEM	233
PP400779	PP400779	MEM	233
OM960734	OM960734	MEM	233
MN850590	MN850590	MEM	233
MN850622	MN850622	MEM	233
MH243438	MH243438	MEM	233
OR544954	OR544954	MEM	233
MZ868638	MZ868638	MEM	233
MT782071	MT782071	MEM	233
MZ311865	MZ311865	MEM	233
MK639187	MK639187	MEM	233
OL631257	OL631257	MEM	233
MK047718	MK047718	MEM	233
MK962754	MK962754	MEM	233
MK373782	MK373782	MEM	233
MK327943	MK327943	MEM	233
MK962757	MK962757	MEM	233
MK373778	MK373778	MEM	233
OP870146	OP870146	MEM	233
KX130865	KX130865	MEM	233
OQ599310	OQ599310	MEM	233
KP869101	KP869101	MEM	233
KP869104	KP869104	MEM	233
PP400780	PP400780	MEM	233
PQ100635	PQ100635	MEM	233
PP434429	PP434429	MEM	233
MK962756	MK962756	MEM	233
KT184309	KT184309	MEM	233
OR062947	OR062947	MEM	233
ON528725	ON528725	MEM	233
MK327934	MK327934	MEM	233
MG589383	MG589383	MEM	233
MF044457	MF044457	MEM	233
MK327933	MK327933	MEM	233
OQ703618	OQ703618	MEM	233
MK047717	MK047717	MEM	233
OR352940	OR352940	MEM	233
MN850579	MN850579	MEM	233
MN850651	MN850651	MEM	233
OP870147	OP870147	MEM	233
MN648445	MN648445	MEM	233
KT184310	KT184310	MEM	233
JX536493	JX536493	MEM	233
MW630116	MW630116	MEM	233
OR352947	OR352947	MEM	233
KY608965	KY608965	MEM	233
PQ301181	PQ301181	MEM	233
OR352939	OR352939	MEM	233
OR352946	OR352946	MEM	233
OR352944	OR352944	MEM	233
OR352945	OR352945	MEM	233
OR352948	OR352948	MEM	233
OR352942	OR352942	MEM	233
OR352943	OR352943	MEM	233
OR062945	OR062945	MEM	233
PP400777	PP400777	MEM	233
OL770074	OL770074	MEM	233
MZ189261	MZ189261	MEM	233
PQ416618	PQ416618	MEM	233
KF582788	KF582788	MEM	233
MN864145	MN864145	MEM	233
OR544955	OR544955	MEM	233
OK040793	OK040793	REP	234
MW117966	MW117966	REP	235
ON637770	ON637770	REP	236
KJ019089	KJ019089	REP	237
KJ019069	KJ019069	REP	238
KU686201	KU686201	MEM	238
KU686200	KU686200	MEM	238
KU686202	KU686202	MEM	238
MW451250	MW451250	REP	239
OM249648	OM249648	MEM	239
GU071095	GU071095	REP	240
KJ019082	KJ019082	REP	241
OP380599	OP380599	REP	242
OP380600	OP380600	MEM	242
OP380598	OP380598	MEM	242
OP380594	OP380594	MEM	242
OP380597	OP380597	MEM	242
OP380603	OP380603	MEM	242
MT408532	MT408532	REP	243
PP395634	PP395634	REP	244
KJ019094	KJ019094	REP	245
KJ019054	KJ019054	MEM	245
KJ019156	KJ019156	MEM	245
KF156338	KF156338	REP	246
KP211958	KP211958	REP	247
MW147367	MW147367	REP	248
PP209424	PP209424	REP	249
MH576962	MH576962	REP	250
PQ412544	PQ412544	MEM	250
MK620894	MK620894	MEM	250
MW291021	MW291021	MEM	250
KY703222	KY703222	REP	251
KU255730	KU255730	MEM	251
PQ572755	PQ572755	MEM	251
AY303349	AY303349	MEM	251
MH992122	MH992122	MEM	251
OR525701	OR525701	MEM	251
PP400782	PP400782	MEM	251
MK524178	MK524178	MEM	251
MT446390	MT446390	MEM	251
KF562341	KF562341	MEM	251
MK373775	MK373775	MEM	251
MK373774	MK373774	MEM	251
KM407600	KM407600	MEM	251
ON528737	ON528737	MEM	251
OQ873415	OQ873415	MEM	251
MH359124	MH359124	MEM	251
MZ501056	MZ501056	MEM	251
MZ501047	MZ501047	MEM	251
OR352941	OR352941	MEM	251
MW882907	MW882907	MEM	251
OP068343	OP068343	REP	252
KU686211	KU686211	REP	253
OK040790	OK040790	REP	254
AP008983	AP008983	REP	255
MT310898	MT310898	REP	256
MH744418	MH744418	MEM	256
KU686210	KU686210	REP	257
GU075905	GU075905	REP	258
PQ589834	PQ589834	REP	259
MT932329	MT932329	REP	260
MW074125	MW074125	MEM	260
MW074126	MW074126	MEM	260
OR515478	OR515478	REP	261
OM638103	OM638103	REP	262
KC954775	KC954775	MEM	262
OP394178	OP394178	REP	263
PP681321	PP681321	MEM	263
PP681323	PP681323	MEM	263
PP681324	PP681324	MEM	263
PP681322	PP681322	MEM	263
KF356199	KF356199	MEM	263
AB231700	AB231700	MEM	263
GU071103	GU071103	REP	264
OQ999172	OQ999172	REP	265
KX443552	KX443552	REP	266
MW021751	MW021751	MEM	266
KX431560	KX431560	MEM	266
KX431559	KX431559	MEM	266
PP889464	PP889464	MEM	266
PP889466	PP889466	MEM	266
JN882287	JN882287	MEM	266
OL539471	OL539471	MEM	266
MT341500	MT341500	MEM	266
PQ096438	PQ096438	MEM	266
PQ096441	PQ096441	MEM	266
PP337149	PP337149	MEM	266
LC589952	LC589952	MEM	266
MH823906	MH823906	MEM	266
KT381880	KT381880	MEM	266
MN508624	MN508624	MEM	266
PP554394	PP554394	MEM	266
PP889458	PP889458	MEM	266
MN508621	MN508621	MEM	266
MW021756	MW021756	MEM	266
OP970827	OP970827	MEM	266
MW767161	MW767161	MEM	266
ON157416	ON157416	MEM	266
OR637327	OR637327	MEM	266
OL539470	OL539470	MEM	266
OR637326	OR637326	MEM	266
MH412654	MH412654	REP	267
GU071101	GU071101	REP	268
HQ634174	HQ634174	REP	269
OQ632216	OQ632216	REP	270
KX349303	KX349303	REP	271
KX349300	KX349300	MEM	271
KX349299	KX349299	MEM	271
KX349302	KX349302	MEM	271
KX349298	KX349298	MEM	271
KX349304	KX349304	MEM	271
GU071096	GU071096	MEM	271
KX349301	KX349301	MEM	271
KX349305	KX349305	MEM	271
KX349306	KX349306	MEM	271
PQ092953	PQ092953	REP	272
AY967407	AY967407	REP	273
ON464764	ON464764	REP	274
MW117965	MW117965	REP	275
KX245890	KX245890	REP	276
MW021749	MW021749	MEM	276
KM236237	KM236237	MEM	276
KR869820	KR869820	MEM	276
ON464759	ON464759	REP	277
OP053362	OP053362	REP	278
KJ019062	KJ019062	REP	279
KJ019036	KJ019036	MEM	279
KJ019028	KJ019028	MEM	279
KJ019073	KJ019073	MEM	279
KJ019131	KJ019131	MEM	279
KJ019078	KJ019078	MEM	279
KJ019029	KJ019029	MEM	279
KJ019072	KJ019072	MEM	279
KJ019129	KJ019129	MEM	279
KJ019047	KJ019047	MEM	279
KJ019127	KJ019127	MEM	279
KJ019136	KJ019136	MEM	279
KJ019057	KJ019057	MEM	279
KJ019079	KJ019079	MEM	279
KJ019121	KJ019121	MEM	279
KJ019075	KJ019075	MEM	279
KJ019083	KJ019083	MEM	279
KJ019031	KJ019031	MEM	279
KJ019140	KJ019140	MEM	279
KJ019120	KJ019120	MEM	279
KJ019112	KJ019112	MEM	279
KJ019074	KJ019074	MEM	279
KJ019164	KJ019164	MEM	279
KJ019080	KJ019080	MEM	279
KJ019046	KJ019046	MEM	279
KJ019119	KJ019119	MEM	279
KJ019124	KJ019124	MEM	279
KJ019126	KJ019126	MEM	279
KJ019035	KJ019035	MEM	279
KJ019113	KJ019113	MEM	279
KJ019077	KJ019077	MEM	279
KJ019032	KJ019032	MEM	279
KJ019125	KJ019125	MEM	279
KJ019048	KJ019048	MEM	279
KJ019118	KJ019118	MEM	279
KJ019165	KJ019165	MEM	279
KJ019162	KJ019162	MEM	279
KJ019115	KJ019115	MEM	279
KJ019139	KJ019139	MEM	279
KJ019034	KJ019034	MEM	279
KJ019130	KJ019130	MEM	279
KJ019050	KJ019050	MEM	279
KJ019070	KJ019070	MEM	279
KJ019117	KJ019117	MEM	279
KJ019160	KJ019160	MEM	279
MT074141	MT074141	REP	280
MT074140	MT074140	MEM	280
MT074139	MT074139	MEM	280
MT074142	MT074142	MEM	280
MT074137	MT074137	MEM	280
OQ504980	OQ504980	REP	281
OP807803	OP807803	MEM	281
OQ571799	OQ571799	REP	282
MN508623	MN508623	MEM	282
HQ615693	HQ615693	REP	283
MH673673	MH673673	REP	284
OL551674	OL551674	REP	285
ON464763	ON464763	REP	286
AY940168	AY940168	REP	287
MT334653	MT334653	REP	288
OP654737	OP654737	REP	289
OP535465	OP535465	REP	290
OL473597	OL473597	REP	291
AP014714	AP014714	REP	292
AP014715	AP014715	MEM	292
MH920640	MH920640	REP	293
FN667788	FN667788	REP	294
MK408758	MK408758	MEM	294
DQ149023	DQ149023	REP	295
OR842557	OR842557	REP	296
MK234886	MK234886	MEM	296
MW679410	MW679410	MEM	296
MZ707156	MZ707156	REP	297
PP350799	PP350799	MEM	297
OR644643	OR644643	MEM	297
OP617746	OP617746	MEM	297
PP312925	PP312925	MEM	297
HM134276	HM134276	REP	298
OR602862	OR602862	REP	299
MN508622	MN508622	REP	300
GU071099	GU071099	REP	301
OQ504984	OQ504984	REP	302
OQ504983	OQ504983	MEM	302
KX349324	KX349324	REP	303
KX349327	KX349327	MEM	303
KX349311	KX349311	MEM	303
KX349326	KX349326	MEM	303
KX349308	KX349308	MEM	303
KX349323	KX349323	MEM	303
KX349313	KX349313	MEM	303
KX349312	KX349312	MEM	303
KX349318	KX349318	MEM	303
KX349317	KX349317	MEM	303
KX349320	KX349320	MEM	303
KX349315	KX349315	MEM	303
KX349314	KX349314	MEM	303
KX349316	KX349316	MEM	303
KX349309	KX349309	MEM	303
GU071108	GU071108	MEM	303
KX349307	KX349307	MEM	303
KX349319	KX349319	MEM	303
KX349325	KX349325	MEM	303
KX349310	KX349310	MEM	303
KX349321	KX349321	MEM	303
KX349322	KX349322	MEM	303
KC801932	KC801932	REP	304
GU071097	GU071097	REP	305
KJ019128	KJ019128	REP	306
KF156339	KF156339	MEM	306
KJ019027	KJ019027	MEM	306
JN371768	JN371768	MEM	306
KJ019063	KJ019063	MEM	306
KJ019064	KJ019064	MEM	306
MK962753	MK962753	REP	307
MN850574	MN850574	MEM	307
OR896832	OR896832	MEM	307
MF327006	MF327006	MEM	307
MT764208	MT764208	MEM	307
ON286974	ON286974	MEM	307
MZ504878	MZ504878	MEM	307
MT920315	MT920315	REP	308
KX349230	KX349230	REP	309
KX349269	KX349269	MEM	309
KX349251	KX349251	MEM	309
KX349246	KX349246	MEM	309
KX349245	KX349245	MEM	309
KX349233	KX349233	MEM	309
KX349235	KX349235	MEM	309
KX349227	KX349227	MEM	309
KX349254	KX349254	MEM	309
HQ317290	HQ317290	MEM	309
KX349243	KX349243	MEM	309
KX349267	KX349267	MEM	309
KX349250	KX349250	MEM	309
KX349279	KX349279	MEM	309
KX349268	KX349268	MEM	309
KX349241	KX349241	MEM	309
KX349271	KX349271	MEM	309
KX349263	KX349263	MEM	309
KX349232	KX349232	MEM	309
KX349265	KX349265	MEM	309
KX349270	KX349270	MEM	309
KX349256	KX349256	MEM	309
KX349257	KX349257	MEM	309
KX349276	KX349276	MEM	309
KX349249	KX349249	MEM	309
KX349282	KX349282	MEM	309
KX349238	KX349238	MEM	309
KX349258	KX349258	MEM	309
KX349252	KX349252	MEM	309
KX349244	KX349244	MEM	309
KX349247	KX349247	MEM	309
KX349264	KX349264	MEM	309
KX349253	KX349253	MEM	309
KX349260	KX349260	MEM	309
KX349226	KX349226	MEM	309
KX349239	KX349239	MEM	309
KX349281	KX349281	MEM	309
KX349242	KX349242	MEM	309
KX349228	KX349228	MEM	309
HQ317291	HQ317291	MEM	309
HQ317292	HQ317292	MEM	309
KX349272	KX349272	MEM	309
KX349236	KX349236	MEM	309
KX349248	KX349248	MEM	309
KX349266	KX349266	MEM	309
KX349259	KX349259	MEM	309
KX349240	KX349240	MEM	309
KX349237	KX349237	MEM	309
KX349261	KX349261	MEM	309
KX349255	KX349255	MEM	309
KX349262	KX349262	MEM	309
KX349274	KX349274	MEM	309
KX349278	KX349278	MEM	309
KX349277	KX349277	MEM	309
KX349283	KX349283	MEM	309
KX349280	KX349280	MEM	309
KX349284	KX349284	MEM	309
KX349275	KX349275	MEM	309
KX349273	KX349273	MEM	309
KX349229	KX349229	MEM	309
KX349231	KX349231	MEM	309
KX349234	KX349234	MEM	309
MH059636	MH059636	REP	310
OP586623	OP586623	MEM	310
MK493321	MK493321	REP	311
LC371242	LC371242	REP	312
PP337211	PP337211	REP	313
GU071106	GU071106	REP	314
OQ319120	OQ319120	REP	315
MN882610	MN882610	REP	316
ON630910	ON630910	MEM	316
KJ019071	KJ019071	REP	317
OR473000	OR473000	REP	318
KU686206	KU686206	REP	319
KU686204	KU686204	MEM	319
KU686205	KU686205	MEM	319
OP380606	OP380606	REP	320
OP380605	OP380605	MEM	320
OP380602	OP380602	MEM	320
KY290957	KY290957	MEM	320
KY290948	KY290948	MEM	320
AY375531	AY375531	MEM	320
KY290958	KY290958	MEM	320
KY290951	KY290951	MEM	320
KY290956	KY290956	MEM	320
AY962392	AY962392	MEM	320
OR231917	OR231917	REP	321
MZ348423	MZ348423	REP	322
PP110486	PP110486	REP	323
PP110483	PP110483	MEM	323
PP110484	PP110484	MEM	323
PP110485	PP110485	MEM	323
MT162467	MT162467	MEM	323
ON585039	ON585039	REP	324
MN013084	MN013084	MEM	324
PQ096439	PQ096439	MEM	324
OP558005	OP558005	MEM	324
ON212267	ON212267	MEM	324
OQ721912	OQ721912	MEM	324
OQ721913	OQ721913	MEM	324
KJ101592	KJ101592	MEM	324
OR753410	OR753410	MEM	324
OL828290	OL828290	MEM	324
ON454249	ON454249	MEM	324
OK210076	OK210076	MEM	324
MG065686	MG065686	REP	325
MG065691	MG065691	MEM	325
PP597396	PP597396	REP	326
OR088902	OR088902	REP	327
OL828291	OL828291	REP	328
PQ096442	PQ096442	MEM	328
OL849997	OL849997	MEM	328
MG999954	MG999954	MEM	328
PP212877	PP212877	MEM	328
KU594605	KU594605	REP	329
PQ096440	PQ096440	REP	330
PQ140450	PQ140450	REP	331
GU071094	GU071094	REP	332
OL989991	OL989991	REP	333
PP236086	PP236086	MEM	333
MN038175	MN038175	REP	334
MT162468	MT162468	REP	335
OM982621	OM982621	REP	336
PQ638372	PQ638372	REP	337
MW082584	MW082584	REP	338
OQ504981	OQ504981	REP	339
OP870145	OP870145	REP	340
PP400786	PP400786	MEM	340
MK373787	MK373787	MEM	340
MH550421	MH550421	MEM	340
AP018814	AP018814	MEM	340
ON645936	ON645936	MEM	340
MZ150757	MZ150757	MEM	340
OR757453	OR757453	MEM	340
OQ378934	OQ378934	MEM	340
MH051915	MH051915	MEM	340
PP434423	PP434423	MEM	340
OP172785	OP172785	MEM	340
JN202312	JN202312	MEM	340
OL960581	OL960581	MEM	340
PQ510734	PQ510734	MEM	340
OQ174503	OQ174503	MEM	340
MW822011	MW822011	MEM	340
MT630408	MT630408	MEM	340
MZ681930	MZ681930	MEM	340
KM607003	KM607003	MEM	340
HM137666	HM137666	MEM	340
KM607002	KM607002	MEM	340
OZ209023	OZ209023	MEM	340
OZ209057	OZ209057	MEM	340
OL964735	OL964735	MEM	340
MZ375356	MZ375356	MEM	340
OL964745	OL964745	MEM	340
MT984581	MT984581	MEM	340
AF158101	AF158101	MEM	340
PP987310	PP987310	MEM	340
KF208315	KF208315	MEM	340
OP172786	OP172786	MEM	340
OP172784	OP172784	MEM	340
PQ249397	PQ249397	MEM	340
ON720975	ON720975	MEM	340
PP738980	PP738980	MEM	340
OQ504979	OQ504979	REP	341
OR567511	OR567511	REP	342
ON212265	ON212265	MEM	342
JN371769	JN371769	REP	343
KJ019133	KJ019133	REP	344
KJ019132	KJ019132	MEM	344
KJ019049	KJ019049	MEM	344
KJ019134	KJ019134	MEM	344
KJ019109	KJ019109	MEM	344
KJ019044	KJ019044	MEM	344
KJ019051	KJ019051	MEM	344
KJ019108	KJ019108	MEM	344
KJ019060	KJ019060	MEM	344
KJ019110	KJ019110	MEM	344
KJ019061	KJ019061	MEM	344
KJ019043	KJ019043	MEM	344
KJ019154	KJ019154	MEM	344
KJ019041	KJ019041	MEM	344
KJ019042	KJ019042	MEM	344
KJ019040	KJ019040	MEM	344
KJ019161	KJ019161	MEM	344
KJ019104	KJ019104	MEM	344
OQ331036	OQ331036	REP	345
OR003938	OR003938	REP	346
MN087708	MN087708	REP	347
KT001915	KT001915	REP	348
MT129652	MT129652	REP	349
OQ845958	OQ845958	MEM	349
PQ341120	PQ341120	MEM	349
OL631482	OL631482	MEM	349
OP750247	OP750247	MEM	349
PP693301	PP693301	MEM	349
MW598459	MW598459	MEM	349
MT611523	MT611523	MEM	349
AP019521	AP019521	REP	350
MZ561532	MZ561532	MEM	350
KT176190	KT176190	MEM	350
OR677401	OR677401	MEM	350
KU878968	KU878968	MEM	350
OQ561750	OQ561750	MEM	350
OL780484	OL780484	MEM	350
OR756449	OR756449	MEM	350
KU878969	KU878969	MEM	350
JQ245707	JQ245707	REP	351
OP053361	OP053361	MEM	351
OP053360	OP053360	MEM	351
MF036692	MF036692	REP	352
MF036691	MF036691	MEM	352
MF036690	MF036690	MEM	352
OP617331	OP617331	MEM	352
OL770309	OL770309	MEM	352
MZ348424	MZ348424	MEM	352
OK335775	OK335775	REP	353
HQ829472	HQ829472	MEM	353
MT682711	MT682711	MEM	353
MT150133	MT150133	MEM	353
MW149274	MW149274	REP	354
KU686208	KU686208	REP	355
KU686209	KU686209	MEM	355
KU686207	KU686207	MEM	355
OP917831	OP917831	REP	356
MH051917	MH051917	REP	357
HM071924	HM071924	MEM	357
KY979109	KY979109	MEM	357
KJ019076	KJ019076	REP	358
KJ019026	KJ019026	MEM	358
KJ019067	KJ019067	MEM	358
KJ019081	KJ019081	MEM	358
KJ019114	KJ019114	MEM	358
KJ019068	KJ019068	MEM	358
KJ019065	KJ019065	MEM	358
KJ019163	KJ019163	MEM	358
KJ019087	KJ019087	MEM	358
KJ019122	KJ019122	MEM	358
KJ019084	KJ019084	MEM	358
KJ019138	KJ019138	MEM	358
KJ019039	KJ019039	MEM	358
KJ019157	KJ019157	MEM	358
KJ019153	KJ019153	MEM	358
KJ019137	KJ019137	MEM	358
KJ019055	KJ019055	MEM	358
KJ019135	KJ019135	MEM	358
KJ019033	KJ019033	MEM	358
KF156340	KF156340	MEM	358
KJ019088	KJ019088	MEM	358
KJ019158	KJ019158	MEM	358
KJ019030	KJ019030	MEM	358
KJ019038	KJ019038	MEM	358
KJ019116	KJ019116	MEM	358
KU686203	KU686203	REP	359
HQ634178	HQ634178	MEM	359
OK254198	OK254198	REP	360
MW269952	MW269952	MEM	360
MG969411	MG969411	REP	361
MW006477	MW006477	MEM	361
MG250484	MG250484	REP	362
MW325771	MW325771	MEM	362
KM236240	KM236240	MEM	362
MN395284	MN395284	REP	363
MZ634349	MZ634349	MEM	363
MZ634347	MZ634347	MEM	363
MN781108	MN781108	MEM	363
PP146563	PP146563	MEM	363
OR138018	OR138018	MEM	363
OR145792	OR145792	MEM	363
MG746602	MG746602	MEM	363
MN434092	MN434092	MEM	363
MN013081	MN013081	MEM	363
MZ571829	MZ571829	MEM	363
MN106245	MN106245	MEM	363
PP889504	PP889504	MEM	363
OL770107	OL770107	REP	364
MN850609	MN850609	MEM	364
MN850621	MN850621	MEM	364
MK493323	MK493323	REP	365
KX349285	KX349285	MEM	365
KX349287	KX349287	MEM	365
KX349290	KX349290	MEM	365
MK493325	MK493325	MEM	365
JF974288	JF974288	MEM	365
JF974289	JF974289	MEM	365
HQ317385	HQ317385	MEM	365
KX349289	KX349289	MEM	365
MK493324	MK493324	MEM	365
MK493322	MK493322	MEM	365
KX349288	KX349288	MEM	365
KX349286	KX349286	MEM	365
KP007362	KP007362	REP	366
MT701588	MT701588	REP	367
EU863409	EU863409	REP	368
MT129654	MT129654	MEM	368
EF469154	EF469154	MEM	368
MH791409	MH791409	MEM	368
MK310184	MK310184	MEM	368
OP292222	OP292222	MEM	368
MW883059	MW883059	REP	369
OL770073	OL770073	MEM	369
PP216085	PP216085	MEM	369
MZ189262	MZ189262	MEM	369
OM135583	OM135583	MEM	369
PQ553088	PQ553088	MEM	369
OK018184	OK018184	MEM	369
MK886800	MK886800	MEM	369
MZ502380	MZ502380	MEM	369
PQ356294	PQ356294	MEM	369
OP172788	OP172788	MEM	369
OP172787	OP172787	MEM	369
PQ249395	PQ249395	MEM	369
PQ249396	PQ249396	MEM	369
OQ721909	OQ721909	MEM	369
OQ721911	OQ721911	MEM	369
OQ721910	OQ721910	MEM	369
OQ446694	OQ446694	MEM	369
OM386655	OM386655	REP	370
OQ560327	OQ560327	REP	371
MN988519	MN988519	REP	372
LC554890	LC554890	REP	373
PP359696	PP359696	REP	374
MT560058	MT560058	REP	375
KP007361	KP007361	REP	376
HM563683	HM563683	MEM	376
MK327932	MK327932	REP	377
OR167178	OR167178	MEM	377
OR192075	OR192075	MEM	377
OR167179	OR167179	MEM	377
PP400784	PP400784	MEM	377
PP400783	PP400783	MEM	377
MK327941	MK327941	MEM	377
HE978309	HE978309	MEM	377
PP400781	PP400781	MEM	377
PP358550	PP358550	MEM	377
OR525698	OR525698	MEM	377
MN655998	MN655998	MEM	377
MN850615	MN850615	MEM	377
OP114734	OP114734	MEM	377
MK327947	MK327947	MEM	377
AY343333	AY343333	MEM	377
MT478991	MT478991	MEM	377
PP400778	PP400778	MEM	377
KY683735	KY683735	MEM	377
MZ504877	MZ504877	MEM	377
EF437941	EF437941	MEM	377
MW748999	MW748999	MEM	377
OR896825	OR896825	MEM	377
OR896826	OR896826	MEM	377
PP418985	PP418985	MEM	377
EU863408	EU863408	MEM	377
OR167181	OR167181	MEM	377
OR167180	OR167180	MEM	377
PP449093	PP449093	MEM	377
MK327935	MK327935	MEM	377
OL451225	OL451225	REP	378
KP007360	KP007360	MEM	378
MT533174	MT533174	MEM	378
OP750248	OP750248	MEM	378
GQ981382	GQ981382	MEM	378
PP965177	PP965177	REP	379
PQ349265	PQ349265	REP	380
MH051913	MH051913	REP	381
KP007359	KP007359	REP	382
KF835987	KF835987	REP	383
MZ501098	MZ501098	REP	384
HM004124	HM004124	REP	385
OR576727	OR576727	REP	386
ON548420	ON548420	REP	387
OR427838	OR427838	REP	388
OQ319121	OQ319121	REP	389
MZ504876	MZ504876	REP	390
PQ351811	PQ351811	MEM	390
PQ351812	PQ351812	MEM	390
MN709127	MN709127	MEM	390
MN882349	MN882349	MEM	390
MN894885	MN894885	MEM	390
OR352938	OR352938	MEM	390
OR769032	OR769032	REP	391
MT949699	MT949699	REP	392
MW388004	MW388004	MEM	392
