vOTU_ID	Module	Source
MG944220	F762_RecB	ENA
MG944221	F762_RecB	ENA
MG944226	F762_SNF2	ENA
MG944229	L762_RecG	ENA
MG948468	UvrB	ENA
MG962361	SNF2	ENA
MG962366	SNF2_DnaB_RecA	ENA
MG962370	F762_RecB	ENA
MG966531	Y762_Gp4	ENA
MG967618	L438_DnaB	ENA
MG969404	Y762_L438_Gp4	ENA
MG972768	F762	ENA
MG973030	L438_UvsW_Gp41_UvsX	ENA
MG983742	L438_DnaB	ENA
MG983743	F762_Dda	ENA
MG983840	Y762	ENA
MG986485	DnaB	ENA
MH000603	UvrB_Twinkle	ENA
MH001447	SNF2_Twinkle	ENA
MH001458	F762_RecB	ENA
MH001460	P438	ENA
MH015255	Y762_L438_RecD_SNF2	ENA
MH015256	F762_P438_Dda	ENA
MH015257	F762_P438_Dda	ENA
MH015258	SNF2	ENA
MH019215	SNF2_Twinkle	ENA
MH019216	SNF2_Twinkle	ENA
MH020236	F762_RecB	ENA
MH020237	F762_P438_Gp4	ENA
MH020239	F762_P438_Gp4	ENA
MH020240	F762_P438_Gp4	ENA
MH023293	RecG	ENA
MH028956	F762_L438_UvsW_Gp41_RecA	ENA
MH031343	Y762_Gp4	ENA
MH045555	F762_SNF2	ENA
MH045566	F762_Twinkle	ENA
MH045567	F762_Twinkle	ENA
MH047631	F762_SNF2	ENA
MH051334	L762_SNF2	ENA
MH051335	RecD_SNF2	ENA
MH051911	UvrB_Twinkle	ENA
MH051913	L438_Dda_UvsW_Gp41_UvsX	ENA
MH051914	L438_Gp4	ENA
MH051917	L438_Dda_UvsW_Gp41_UvsX	ENA
MH059633	RecD_SNF2	ENA
MH059634	RecG	ENA
MH059635	F762_Dda	ENA
MH059636	L438_Dda_UvsW_Gp41_UvsX	ENA
MH059637	Gp4	ENA
MH059639	Y762_Gp4	ENA
MH102284	UvrB_Twinkle	ENA
MH107246	L438_UvsW_Gp41_UvsX	ENA
MH107770	F762	ENA
MH128984	DnaB	ENA
MH133207	L438	ENA
MH153807	L438_Gp41_RecA	ENA
MH153810	L762_UvsW	ENA
MH153812	L438_Gp41_RecA	ENA
MH155865	SNF2	ENA
MH155870	Y762_P438	ENA
MH171094	P438	ENA
MH172262	Y762_Gp4	ENA
MH172263	Y762_Gp4	ENA
MH172264	Y762_Gp4	ENA
MH178096	DnaB	ENA
MH179472	Y762_Gp4	ENA
MH179473	F762	ENA
MH179474	UvsW_Twinkle	ENA
MH179477	Dda_UvsW_Gp41	ENA
MH179480	F762	ENA
MH183162	F762_SNF2	ENA
MH191395	RecD_SNF2	ENA
MH203384	SNF2_Twinkle	ENA
MH220877	UvrB	ENA
MH229862	F762_SNF2	ENA
MH229864	F762_SNF2	ENA
MH229865	F762_SNF2	ENA
MH230876	F762_RecB	ENA
MH248138	F762_SNF2_DnaB_RecA	ENA
MH248947	P438	ENA
MH252365	UvsW	ENA
MH268168	Y762_Gp4	ENA
MH271298	F762_Twinkle	ENA
MH271302	F762_SNF2	ENA
MH271305	L762_UvsW	ENA
MH271313	SNF2_Twinkle	ENA
MH271318	L762_UvsW	ENA
MH271320	F762	ENA
MH285980	UvrB_Twinkle	ENA
MH316564	SNF2	ENA
MH316566	F762_P438_Gp4	ENA
MH321490	F762_L438_UvsW_Gp41_RecA	ENA
MH321493	UvrB_Twinkle	ENA
MH355583	SNF2_Twinkle	ENA
MH356730	L438_DnaB	ENA
MH358359	L762_SNF2	ENA
MH358458	F762_Dda	ENA
MH362766	UvsW	ENA
MH363700	L438_UvsW_Gp41_UvsX	ENA
MH363708	UvrB	ENA
MH370375	F762_L438_DnaB_DnaB	ENA
MH370376	F762_L438_DnaB_DnaB	ENA
MH370387	DnaB	ENA
MH371113	Twinkle	ENA
MH371115	SNF2	ENA
MH371120	SNF2	ENA
MH371123	SNF2	ENA
MH375074	SNF2_Twinkle	ENA
MH375596	UvrB_Twinkle	ENA
MH375600	UvrB_Twinkle	ENA
MH375644	L438_UvsW_Gp41_UvsX	ENA
MH382198	Y762_Gp4	ENA
MH382836	F762_Dda	ENA
MH399771	SNF2	ENA
MH412654	L438_UvsW_Gp41_UvsX	ENA
MH426726	RecG	ENA
MH431930	SNF2_Twinkle	ENA
MH431931	DnaB	ENA
MH431936	DnaB	ENA
MH443100	DnaB	ENA
MH445380	SNF2_DnaB	ENA
MH445500	UvsW_Twinkle	ENA
MH450130	F762_RecB	ENA
MH450133	F762_RecB	ENA
MH454076	L438	ENA
MH454078	DnaB	ENA
MH458951	L762	ENA
MH460459	Y762_Gp4	ENA
MH460461	F762_SNF2_DnaB_RecA	ENA
MH460462	F762_SNF2_DnaB_RecA	ENA
MH460463	F762_SNF2_DnaB_RecA	ENA
MH460825	L438_DnaB	ENA
MH464253	Y762_Gp4	ENA
MH479914	L762_UvsW	ENA
MH479923	SNF2	ENA
MH487649	F762_L438_UvsW_Gp41_RecA	ENA
MH491167	Y762_Gp4	ENA
MH491968	UvrB_Twinkle	ENA
MH494197	L438_Gp41_UvsX	ENA
MH509441	F762_P438_Gp4	ENA
MH509442	Twinkle	ENA
MH509447	F762_Twinkle	ENA
MH513984	F762_P438_Gp4	ENA
MH513985	F762_P438_RecB_Gp4	ENA
MH517022	L438_UvsW_Gp41	ENA
MH518298	Y762_Gp4	ENA
MH533020	Y762_L438	ENA
MH536814	P438_Gp41_RecA	ENA
MH536815	F762_SNF2	ENA
MH540083	Gp4	ENA
MH553517	L762_SNF2_Twinkle	ENA
MH576960	SNF2_Twinkle	ENA
MH576962	H762_RecB_SNF2_DnaB	ENA
MH576965	P438_Gp41_RecA	ENA
MH576966	RecG	ENA
MH576968	P438_Gp41_RecA	ENA
MH576973	DnaB	ENA
MH576974	F762_RecB	ENA
MH576975	F762_RecB	ENA
MH579717	Y762_L438_Gp4	ENA
MH587638	Y762_Gp4	ENA
MH588544	Y762_L438_RecD_SNF2	ENA
MH588545	Y762_L438_RecD_SNF2	ENA
MH588546	Y762_L438_RecD_SNF2	ENA
MH588547	Y762_L438_RecD_SNF2	ENA
MH590597	P438_Gp41_RecA	ENA
MH590601	P438	ENA
MH590603	DnaB	ENA
MH590606	F762_SNF2	ENA
MH595538	L438_SNF2	ENA
MH598512	L762_SNF2	ENA
MH598798	Y762_L438_Gp4	ENA
MH598799	Y762_Gp4	ENA
MH598800	Y762_L438_Gp4	ENA
MH598801	Y762_Gp4	ENA
MH598802	Y762_L438_Gp4	ENA
MH598803	Y762_L438_Gp4	ENA
MH598804	Y762_L438_Gp4	ENA
MH598805	Y762_L438_Gp4	ENA
MH598806	Y762_Gp4	ENA
MH598807	Y762_L438_Gp4	ENA
MH599087	SNF2_RecA	ENA
MH606185	F762_L438_RecG_Gp41_RecA	ENA
MH632117	F762_RecB	ENA
MH632118	F762_SNF2	ENA
MH632120	L762_UvsW	ENA
MH638309	F762_L438_UvsW_Gp41_RecA	ENA
MH638312	F762_L438_UvsW_Gp41_RecA	ENA
MH643778	RecG	ENA
MH645904	F762_L438_UvsW_DnaB	ENA
MH651180	F762_RecB	ENA
MH651189	DnaB	ENA
MH651190	P438	ENA
MH669003	SNF2	ENA
MH669004	P438	ENA
MH669014	SNF2	ENA
MH673672	F762_P438_DnaB	ENA
MH673673	F762_P438_SNF2_SNF2_RecA	ENA
MH673674	SNF2	ENA
MH675552	F762_P438_UvsW	ENA
MH684921	F762	ENA
MH697579	SNF2_DnaB_RecA	ENA
MH697580	DnaB	ENA
MH697589	F762_SNF2	ENA
MH697592	RecG	ENA
MH697593	SNF2	ENA
MH700630	P438_Gp4	ENA
MH706966	DnaB	ENA
MH707433	L438_UvsW_Gp41_RecA	ENA
MH707434	F762_L438_SNF2	ENA
MH717097	UvrB_Twinkle	ENA
MH717098	Y762_Gp4	ENA
MH717099	Y762_Gp4	ENA
MH719082	F762_UvrB	ENA
MH727561	L762_UvsW	ENA
MH729379	UvsW_Gp41_RecA	ENA
MH729818	Gp4	ENA
MH733496	F762_Dda	ENA
MH744419	SNF2	ENA
MH744421	F762_SNF2	ENA
MH744423	L762_UvsW	ENA
MH744424	SNF2_Twinkle	ENA
MH746817	L762_SNF2_UvrB	ENA
MH752385	DnaB	ENA
MH763831	F762	ENA
MH779499	SNF2_Twinkle	ENA
MH779510	SNF2_Twinkle	ENA
MH779517	F762_P438_Gp4	ENA
MH791399	L438	ENA
MH791402	UvrB_Twinkle	ENA
MH791408	L438	ENA
MH791415	L762	ENA
MH800199	L438_UvrD_Gp4	ENA
MH800200	F762	ENA
MH807810	Y762_Gp4	ENA
MH807811	F762	ENA
MH807815	Y762_Gp4	ENA
MH807817	Y762_Gp4	ENA
MH807820	UvsW_Gp41_UvsX	ENA
MH809528	UvrB	ENA
MH809530	F762_UvsW_Gp41_RecA	ENA
MH817999	SNF2	ENA
MH825698	L762_SNF2	ENA
MH825706	F762_SNF2	ENA
MH825709	F762_P438_Gp4	ENA
MH830339	F762_L438_UvsW_DnaB	ENA
MH834598	SNF2	ENA
MH834601	Twinkle	ENA
MH834603	Twinkle	ENA
MH834605	Twinkle	ENA
MH834611	Twinkle	ENA
MH834612	SNF2	ENA
MH834614	Twinkle	ENA
MH834617	SNF2	ENA
MH834623	Twinkle	ENA
MH834625	SNF2	ENA
MH834629	F762_Twinkle	ENA
MH853786	DnaB	ENA
MH853787	DnaB	ENA
MH853788	DnaB	ENA
MH884508	L438_RecD	ENA
MH884509	F762_UvrB	ENA
MH884511	F762_L438_UvrD_UvsW_Gp41	ENA
MH884512	UvsW_DnaB_RecA	ENA
MH884513	P438_DnaB	ENA
MH884514	DnaB	ENA
MH892360	RecG_Twinkle	ENA
MH892361	RecG_Twinkle	ENA
MH892363	RecG_Twinkle	ENA
MH892364	UvrB_Twinkle	ENA
MH892367	UvrB_Twinkle	ENA
MH892378	RecG_Twinkle	ENA
MH899585	Dda	ENA
MH910036	SNF2	ENA
MH910037	SNF2	ENA
MH910041	SNF2	ENA
MH919297	Twinkle	ENA
MH920640	L438_UvsW_Gp41_UvsX	ENA
MH925092	UvrB_Twinkle	ENA
MH926057	L438_SNF2_Twinkle	ENA
MH929319	L438_UvsW_Gp41_UvsX	ENA
MH937459	UvrB_Twinkle	ENA
MH937460	UvrB_Twinkle	ENA
MH937465	UvrB_Twinkle	ENA
MH937467	SNF2	ENA
MH937472	RecG_Twinkle	ENA
MH937473	UvrB_Twinkle	ENA
MH937480	UvrB_Twinkle	ENA
MH937483	UvrB_Twinkle	ENA
MH937487	UvrB_Twinkle	ENA
MH937493	UvrB_Twinkle	ENA
MH937498	UvrB_Twinkle	ENA
MH937499	SNF2	ENA
MH937500	UvrB_Twinkle	ENA
MH937502	UvrB_Twinkle	ENA
MH937504	UvrB_Twinkle	ENA
MH937506	SNF2_UvrB_Twinkle	ENA
MH937507	UvrB_Twinkle	ENA
MH937508	UvrB_Twinkle	ENA
MH939157	UvrD	ENA
MH940212	L438_UvsW_Gp41_UvsX	ENA
MH976515	DnaB	ENA
MH992131	F762_DnaB	ENA
MK016493	DnaB_RecA	ENA
MK016495	F762_SNF2	ENA
MK016503	Twinkle	ENA
MK016504	SNF2	ENA
MK016662	V438_Gp4	ENA
MK016664	L438_UvsW_Gp41_UvsX	ENA
MK033136	Y762_Gp4	ENA
MK053931	F762	ENA
MK059749	L762_RecG	ENA
MK061413	F762_Twinkle	ENA
MK069556	F762_UvrB	ENA
MK089780	F762	ENA
MK095201	F762	ENA
MK095202	F762	ENA
MK095209	F762	ENA
MK095211	F762	ENA
MK095605	UvrB	ENA
MK095606	UvrB_Twinkle	ENA
MK097141	UvrB	ENA
MK105819	RecG	ENA
MK105855	UvsW_Twinkle	ENA
MK112529	F762_SNF2	ENA
MK112532	F762	ENA
MK112540	F762_RecB	ENA
MK112556	SNF2	ENA
MK125140	SNF2_Twinkle	ENA
MK125141	UvrB_Twinkle	ENA
MK135468	F762	ENA
MK138527	L762_SNF2	ENA
MK165087	RecG	ENA
MK165657	UvsW	ENA
MK170160	L438_UvrD_Gp4	ENA
MK203841	Y762_Gp4_Gp4	ENA
MK203850	L762_SNF2	ENA
MK214385	L762_SNF2	ENA
MK224497	Twinkle	ENA
MK240351	L438_Dda_UvsW_Gp41	ENA
MK240575	F762_P438_Gp4	ENA
MK241539	DnaB	ENA
MK249872	SNF2	ENA
MK257723	F762	ENA
MK257744	F762_P438_DnaB_RecA	ENA
MK279840	F762_SNF2	ENA
MK279841	F762	ENA
MK279844	F762_SNF2	ENA
MK279848	DnaB	ENA
MK279851	F762_SNF2	ENA
MK279854	F762_SNF2	ENA
MK279857	F762_P438_Gp4	ENA
MK279903	F762_P438_Gp4	ENA
MK279909	SNF2_Twinkle	ENA
MK284522	F762_P438_Gp4	ENA
MK288021	L438_RecD	ENA
MK288022	L438_DnaB	ENA
MK290737	Gp4	ENA
MK291442	DnaB	ENA
MK291444	Twinkle	ENA
MK291445	SNF2	ENA
MK295203	Dda_UvsW_Gp41_UvsX	ENA
MK295205	Y762_L438_Gp4	ENA
MK301532	Gp4	ENA
MK305893	F762	ENA
MK308637	F762_SNF2	ENA
MK310182	Y762_Gp4	ENA
MK310183	Y762_Gp4	ENA
MK318083	F762_L438	ENA
MK327140	RecG	ENA
MK327932	L438_Dda_UvsW_Gp41_UvsX	ENA
MK327938	SNF2	ENA
MK330684	F762	ENA
MK335533	UvrB	ENA
MK340760	RecD_SNF2	ENA
MK340761	Y762_L438	ENA
MK348510	SNF2_DnaB	ENA
MK359299	F762_RecB	ENA
MK359312	F762_RecB	ENA
MK359331	F762_RecB	ENA
MK359990	L762_SNF2_Twinkle	ENA
MK368614	SNF2	ENA
MK370036	F762_L438_DnaB_DnaB	ENA
MK372342	UvrB_Twinkle	ENA
MK373770	Y762_Gp4	ENA
MK373771	Y762_Gp4	ENA
MK373772	UvrB_Twinkle	ENA
MK373777	RecD_SNF2	ENA
MK373789	L762_SNF2	ENA
MK373790	L762_SNF2	ENA
MK373792	F762_L438_DnaB_DnaB	ENA
MK373793	UvrB_Twinkle	ENA
MK373794	RecG	ENA
MK373796	F762_L438_DnaB_DnaB	ENA
MK373798	UvrB_Twinkle	ENA
MK373799	F762_L438_DnaB_DnaB	ENA
MK376955	Twinkle	ENA
MK376956	DnaB	ENA
MK376960	SNF2_Twinkle	ENA
MK376961	DnaB	ENA
MK376962	SNF2_Twinkle	ENA
MK380015	Y762_Gp4	ENA
MK387309	UvsW	ENA
MK387869	F762	ENA
MK416014	UvsW_Twinkle	ENA
MK422452	UvsW_Twinkle	ENA
MK433266	F762_Twinkle	ENA
MK443264	L438	ENA
MK448231	DnaB	ENA
MK448233	DnaB	ENA
MK448321	Twinkle	ENA
MK448322	Twinkle	ENA
MK448323	Twinkle	ENA
MK448324	Twinkle	ENA
MK448336	Twinkle	ENA
MK448347	Twinkle	ENA
MK448348	Twinkle	ENA
MK448350	Twinkle	ENA
MK448380	Twinkle	ENA
MK448381	Twinkle	ENA
MK448389	Twinkle	ENA
MK448391	Twinkle	ENA
MK448406	Twinkle	ENA
MK448408	Twinkle	ENA
MK448415	Twinkle	ENA
MK448417	Twinkle	ENA
MK448418	Twinkle	ENA
MK448419	Twinkle	ENA
MK448420	Twinkle	ENA
MK448422	Twinkle	ENA
MK448435	Twinkle	ENA
MK448440	Twinkle	ENA
MK448455	Twinkle	ENA
MK448456	Twinkle	ENA
MK448462	Twinkle	ENA
MK448469	Twinkle	ENA
MK448470	Twinkle	ENA
MK448473	Twinkle	ENA
MK448474	Twinkle	ENA
MK448475	Twinkle	ENA
MK448478	Twinkle	ENA
MK448480	Twinkle	ENA
MK448484	Twinkle	ENA
MK448487	Twinkle	ENA
MK448489	Twinkle	ENA
MK448495	Twinkle	ENA
MK448497	Twinkle	ENA
MK448498	Twinkle	ENA
MK448501	Twinkle	ENA
MK448505	Twinkle	ENA
MK448507	Twinkle	ENA
MK448515	Twinkle	ENA
MK448517	Twinkle	ENA
MK448518	Twinkle	ENA
MK448519	Twinkle	ENA
MK448520	Twinkle	ENA
MK448523	Twinkle	ENA
MK448526	Twinkle	ENA
MK448530	Twinkle	ENA
MK448531	Twinkle	ENA
MK448535	Twinkle	ENA
MK448536	Twinkle	ENA
MK448546	Twinkle	ENA
MK448548	Twinkle	ENA
MK448560	Twinkle	ENA
MK448569	Twinkle	ENA
MK448577	Twinkle	ENA
MK448580	Twinkle	ENA
MK448590	Twinkle	ENA
MK448601	Twinkle	ENA
MK448604	Twinkle	ENA
MK448607	Twinkle	ENA
MK448610	Twinkle	ENA
MK448612	Twinkle	ENA
MK448614	Twinkle	ENA
MK448615	Twinkle	ENA
MK448616	Twinkle	ENA
MK448618	Twinkle	ENA
MK448619	Twinkle	ENA
MK448627	Twinkle	ENA
MK448628	Twinkle	ENA
MK448629	Twinkle	ENA
MK448630	Twinkle	ENA
MK448640	Twinkle	ENA
MK448641	Twinkle	ENA
MK448643	Twinkle	ENA
MK448645	Twinkle	ENA
MK448646	Twinkle	ENA
MK448647	Twinkle	ENA
MK448649	Twinkle	ENA
MK448650	Twinkle	ENA
MK448660	Twinkle	ENA
MK448661	Twinkle	ENA
MK448662	Twinkle	ENA
MK448663	Twinkle	ENA
MK448665	UvrB	ENA
MK448667	SNF2_Twinkle	ENA
MK448668	L762_SNF2_Twinkle	ENA
MK448674	L762_SNF2_Twinkle	ENA
MK448676	UvsW	ENA
MK448678	L762_SNF2_Twinkle	ENA
MK448680	DnaB	ENA
MK448682	DnaB	ENA
MK448686	UvsW	ENA
MK448692	UvsW	ENA
MK448695	L762_SNF2_Twinkle	ENA
MK448700	SNF2_SNF2	ENA
MK448702	UvsW	ENA
MK448711	UvsW	ENA
MK448716	UvrB	ENA
MK448718	UvsW	ENA
MK448719	SNF2_Twinkle	ENA
MK448722	L762_SNF2_Twinkle	ENA
MK448724	UvsW	ENA
MK448726	L762_SNF2_Twinkle	ENA
MK448728	L762_SNF2_Twinkle	ENA
MK448730	UvrB	ENA
MK448731	DnaB	ENA
MK448735	DnaB	ENA
MK448738	UvrB	ENA
MK448741	L762_SNF2_Twinkle	ENA
MK448747	L762_SNF2_Twinkle	ENA
MK448752	L762_SNF2	ENA
MK448754	UvrB	ENA
MK448755	UvrB	ENA
MK448764	DnaB	ENA
MK448768	UvsW	ENA
MK448769	DnaB	ENA
MK448772	UvrB_Twinkle	ENA
MK448782	UvrB_Twinkle	ENA
MK448784	L762_SNF2_Twinkle	ENA
MK448800	UvrB	ENA
MK448811	L762_SNF2_Twinkle	ENA
MK448817	UvsW	ENA
MK448822	UvsW	ENA
MK448823	L762_SNF2_Twinkle	ENA
MK448825	L762_SNF2_Twinkle	ENA
MK448828	L762_SNF2_Twinkle	ENA
MK448829	UvrB	ENA
MK448830	DnaB	ENA
MK448832	UvsW	ENA
MK448838	L762_SNF2	ENA
MK448846	L762_SNF2_Twinkle	ENA
MK448852	L762_SNF2_Twinkle	ENA
MK448858	UvrB_Twinkle	ENA
MK448859	UvsW	ENA
MK448868	L762_SNF2_Twinkle	ENA
MK448877	UvrB_Twinkle	ENA
MK448883	L762_SNF2_Twinkle	ENA
MK448888	DnaB	ENA
MK448894	DnaB	ENA
MK448895	DnaB	ENA
MK448902	UvrB_Twinkle	ENA
MK448903	DnaB	ENA
MK448909	DnaB	ENA
MK448915	DnaB	ENA
MK448919	DnaB	ENA
MK448921	DnaB	ENA
MK448923	UvsW	ENA
MK448926	L762_SNF2_Twinkle	ENA
MK448930	UvsW	ENA
MK448934	L762_SNF2_Twinkle	ENA
MK448936	L762_SNF2_Twinkle	ENA
MK448941	UvrB	ENA
MK448945	UvrB	ENA
MK448946	L762_SNF2_Twinkle	ENA
MK448949	UvsW	ENA
MK448951	UvsW	ENA
MK448952	L762_SNF2_Twinkle	ENA
MK448953	UvrB	ENA
MK448955	UvrB_Twinkle	ENA
MK448957	UvrB	ENA
MK448967	UvrB_Twinkle	ENA
MK448968	L762_SNF2_Twinkle	ENA
MK448970	UvrB	ENA
MK448978	DnaB	ENA
MK448994	L762_SNF2_Twinkle	ENA
MK448995	L762_SNF2_Twinkle	ENA
MK448997	SNF2	ENA
MK448999	L762_SNF2_Twinkle	ENA
MK449004	UvsW	ENA
MK449005	UvrB	ENA
MK450421	F762_Twinkle	ENA
MK450426	F762_Twinkle	ENA
MK450431	F762_Twinkle	ENA
MK450433	F762_Twinkle	ENA
MK450538	L762_SNF2	ENA
MK455769	Y762	ENA
MK460246	Twinkle	ENA
MK468591	F762_P438_Gp4	ENA
MK473373	F762_Dda_SNF2	ENA
MK493321	L438_UvsW_Gp41_UvsX	ENA
MK493323	L438_UvsW_Gp41_UvsX	ENA
MK494108	F762_P438_Gp4	ENA
MK494112	P438_Gp41_RecA	ENA
MK494113	F762_P438	ENA
MK494116	F762_RecB	ENA
MK494124	F762_P438_Gp4	ENA
MK494129	F762_P438_Gp4	ENA
MK504442	RecG	ENA
MK504443	UvsW_Gp41_RecA	ENA
MK504444	F762_UvsW_Gp41_RecA	ENA
MK504445	DnaB	ENA
MK504446	F762_UvsW_Gp41_RecA	ENA
MK521905	Y762_Gp4	ENA
MK521906	UvrB	ENA
MK524488	Twinkle	ENA
MK524497	F762	ENA
MK524499	F762_RecB	ENA
MK524501	DnaB	ENA
MK524503	SNF2	ENA
MK524506	F762_RecB	ENA
MK524517	SNF2	ENA
MK524523	F762_RecB	ENA
MK524524	P438	ENA
MK524525	F762_RecB	ENA
MK524530	F762_P438_Gp4	ENA
MK533143	F762_SNF2	ENA
MK542015	L762_SNF2	ENA
MK552140	F762_SNF2_UvsW_DnaB_RecA	ENA
MK552327	L438_SNF2	ENA
MK554696	F762_RecB_RecD	ENA
MK559428	F762_P438_Gp4	ENA
MK560763	DnaB	ENA
MK562503	F762	ENA
MK562504	Y762_L438_Gp4	ENA
MK562505	Y762_L438_Gp4	ENA
MK574011	F762_RecD	ENA
MK574078	UvsW	ENA
MK599416	UvrB_Twinkle	ENA
MK608336	F762_SNF2	ENA
MK610268	Y762_Gp4	ENA
MK613343	F762_P438_DnaB	ENA
MK613344	F762_P438_DnaB	ENA
MK613345	F762_A438_DnaB	ENA
MK613346	Y762_P438_Gp4	ENA
MK613347	Y762_P438_Gp4	ENA
MK613348	Y762_P438_Gp4	ENA
MK613349	F762_Gp4	ENA
MK618658	Y762_Gp4	ENA
MK618716	DnaB	ENA
MK620899	Y762_SNF2	ENA
MK629528	F762_DnaB	ENA
MK630230	F762_L438_DnaB_DnaB	ENA
MK637516	UvrB	ENA
MK651787	UvrB_Twinkle	ENA
MK660713	F762_SNF2	ENA
MK672798	UvrB	ENA
MK672805	UvrB	ENA
MK675901	F762_UvrB	ENA
MK685667	UvrB	ENA
MK685668	Y762_Gp4	ENA
MK686068	F762_Twinkle	ENA
MK686069	F762_Twinkle	ENA
MK686071	H762_RecG_Twinkle	ENA
MK689364	SNF2	ENA
MK693005	F762	ENA
MK719737	L438	ENA
MK719750	L438	ENA
MK721189	L762	ENA
MK721190	SNF2_Twinkle	ENA
MK721194	L762	ENA
MK721199	SNF2_Twinkle	ENA
MK733262	L762_SNF2	ENA
MK737937	L762_SNF2	ENA
MK737942	F762_SNF2	ENA
MK737944	DnaB	ENA
MK756087	SNF2_SNF2	ENA
MK756089	SNF2_SNF2	ENA
MK759854	UvrB_Twinkle	ENA
MK761195	L762_SNF2	ENA
MK770119	F762_L438_DnaB_DnaB	ENA
MK770410	F762_L438_DnaB_DnaB	ENA
MK770412	Y762_L438_Gp4	ENA
MK770413	F762_UvsW	ENA
MK770414	DnaB	ENA
MK774614	SNF2	ENA
MK798142	UvrB	ENA
MK798143	UvsW_Twinkle	ENA
MK799832	L438_UvsW_UvsW_Gp41_UvsX	ENA
MK800154	L762_DnaB	ENA
MK801735	F762_P438_Gp4	ENA
MK803322	L762_SNF2	ENA
MK804893	L438	ENA
MK813938	Y762_L438	ENA
MK813939	L438	ENA
MK813940	DnaB	ENA
MK813941	Y762_L438	ENA
MK813943	Y762_Gp4	ENA
MK814748	F762_P438_Gp4	ENA
MK814753	F762_Twinkle	ENA
MK819239	UvrB_Twinkle	ENA
MK820013	Y762	ENA
MK838108	F762	ENA
MK863032	F762	ENA
MK867354	L438_UvsW_Gp41_UvsX	ENA
MK867835	F762_L438_DnaB_DnaB	ENA
MK875791	F762_SNF2	ENA
MK878902	DnaB	ENA
MK880124	F762_Twinkle	ENA
MK882925	Twinkle	ENA
MK883717	L438	ENA
MK893987	L438_DnaB	ENA
MK894435	SNF2	ENA
MK894436	Y762_SNF2	ENA
MK894437	F762_SNF2	ENA
MK903277	Y762_Gp4	ENA
MK903279	Y762_Gp4	ENA
MK903281	Y762_Gp4	ENA
MK903728	Y762_Gp4	ENA
MK905543	SNF2	ENA
MK907233	UvrB_Twinkle	ENA
MK919476	F762_SNF2	ENA
MK931438	L762_SNF2	ENA
MK931440	L762_SNF2	ENA
MK931442	UvrB_Twinkle	ENA
MK931443	UvrB_Twinkle	ENA
MK931444	UvrB_Twinkle	ENA
MK931446	L762_SNF2	ENA
MK937595	F762_Twinkle	ENA
MK937598	F762_Twinkle	ENA
MK937605	F762_P438_Gp4	ENA
MK937610	F762_Twinkle	ENA
MK937613	L762_SNF2	ENA
MK947460	UvrB_Twinkle	ENA
MK962629	F762_Dda	ENA
MK962633	L762_SNF2	ENA
MK962637	UvrB	ENA
MK962638	F762	ENA
MK962640	F762	ENA
MK962641	F762_Dda	ENA
MK962751	UvrB_Twinkle	ENA
MK962753	L438_Dda_UvsW_Gp41_UvsX	ENA
MK967378	DnaB	ENA
MK967383	F762_SNF2	ENA
MK967387	F762_RecB	ENA
MK967390	SNF2	ENA
MK967401	F762_RecB	ENA
MK972716	F762_L438_DnaB_DnaB	ENA
MK977705	DnaB	ENA
MK977710	L762_SNF2	ENA
MK977712	L762_SNF2	ENA
MK977715	L762_SNF2	ENA
MK982307	SNF2_Twinkle	ENA
MK984681	Y762_Gp4	ENA
MN010758	DnaB	ENA
MN013075	UvrB_Twinkle	ENA
MN013077	Y762_L438	ENA
MN013082	Y762_Gp4	ENA
MN013085	Y762_Gp4	ENA
MN013086	DnaB	ENA
MN013088	DnaB	ENA
MN013089	F762_L438_UvsW_Gp41_RecA	ENA
MN013189	V438_RecD	ENA
MN018232	L438_UvsW_UvsW_Gp41	ENA
MN019128	UvrB_Twinkle	ENA
MN022787	F762_L438_DnaB_DnaB	ENA
MN026740	Y762_Gp4	ENA
MN029011	UvrB	ENA
MN038175	L438_Dda_UvsW_Gp41_UvsX	ENA
MN038177	RecD_SNF2	ENA
MN043729	F762_L438_UvsW_Gp41_RecA	ENA
MN043730	F762_L438_UvsW_Gp41_RecA	ENA
MN044033	L438_Dda_UvsW_Gp41_UvsX	ENA
MN045231	Y762_Gp4	ENA
MN047793	L438_UvsW_Gp41_RecA	ENA
MN062185	L438_Gp4	ENA
MN062186	F762_Dda	ENA
MN062188	SNF2	ENA
MN062189	RecD_SNF2	ENA
MN062703	F762_SNF2	ENA
MN062708	F762_P438_Gp4	ENA
MN062714	F762_Twinkle	ENA
MN062716	F762_SNF2	ENA
MN062717	F762_Twinkle	ENA
MN062720	RecD_Twinkle	ENA
MN067430	Y762_Gp4	ENA
MN070121	L762_SNF2	ENA
MN080711	Y762_Gp4	ENA
MN087708	L438_Dda_UvsW_Gp41_UvsX	ENA
MN090155	UvrB_Twinkle	ENA
MN091625	L438_UvsW_Gp41_RecA	ENA
MN091626	L438_RecD_UvrB	ENA
MN094788	F762_SNF2_UvsW_DnaB	ENA
MN095770	F762_L438_DnaB_DnaB	ENA
MN095771	L438_Dda_UvsW_Gp41_UvsX	ENA
MN096357	H762	ENA
MN096358	H762	ENA
MN096370	SNF2	ENA
MN096376	F762_P438_Gp4	ENA
MN096379	P438	ENA
MN098328	L438_UvsW_Gp41_UvsX	ENA
MN098329	Y762_Gp4	ENA
