vOTU_ID	genofeature_module
MN327636	Y762_Gp4
MN336265	L762_SNF2
MN340231	DnaB
MN342150	L438_UvsW_Gp41_UvsX
MN364664	F762_L438_UvsW_Gp41_RecA
MN369739	SNF2
MN369741	F762_P438_Gp4
MN369749	SNF2
MN369754	P438_Gp41_RecA
MN369755	SNF2
MN369756	F762_P438_Gp4
MN369758	L762_UvsW
MN369760	F762_RecB
MN369764	F762_P438_Gp4
MN384978	Gp4
MN393473	UvrB_Twinkle
MN395284	L438_Dda_UvsW_Gp41_UvsX
MN395286	UvrB_Twinkle
MN395291	F762
MN399336	Y762_L438
MN414250	Y762_Gp4
MN428048	DnaB
MN428063	SNF2_Twinkle
MN433707	F762
MN434096	F762_L438_DnaB
MN444869	F762_RecB
MN444876	P438_Gp41_RecA
MN444878	F762_SNF2
MN445182	F762_L438_DnaB
MN445183	SNF2
MN445184	L438_UvsW_Gp41_UvsX
MN450150	Y762_Gp4
MN453779	SNF2
MN478375	F762
MN478376	Y762
MN478377	F762_L438_DnaB
MN478483	L438_UvsW_Gp41_UvsX
MN481365	Y762_Gp4
MN481366	Y762_Gp4
MN484601	Y762_SNF2
MN497414	F762
MN497415	Gp4
MN504636	P438_PcrA_UvrB
MN505213	SNF2
MN508356	F762_I438_Dda
MN508615	Y762_Gp4
MN508620	RecD_SNF2
MN508622	L438_Dda_UvsW_Gp41_UvsX
MN512538	DnaB
MN516422	DnaB
MN534320	UvrB_Twinkle
MN536026	SNF2
MN545971	UvrB_Twinkle
MN549360	L438_UvsW_Gp41
MN549361	L438_UvsW_Gp41
MN552145	RecD
MN562221	SNF2
MN563783	RecD_SNF2
MN584918	F762_Dda
MN585970	F762_RecB
MN585972	SNF2
MN585975	SNF2
MN585979	F762_P438_Gp4
MN585989	F762_P438_Gp4
MN585991	F762_RecB
MN585993	SNF2_Twinkle
MN585994	F762_P438_Gp4
MN585998	F762_P438_Gp4
MN585999	F762_RecB
MN586000	F762_RecB
MN586002	F762_P438_Gp4
MN586011	SNF2
MN586012	SNF2
MN586014	DnaB
MN586015	F762_SNF2
MN586016	F762_P438_Gp4
MN586033	L762_UvsW
MN586039	F762_P438_RecB_Gp4
MN586040	SNF2_DnaB_RecA
MN586063	F762_P438_Gp4
MN592896	SNF2_UvsW_Twinkle
MN592897	SNF2
MN602266	F762_L438_Gp4
MN602268	Y762_L438_RecD_SNF2
MN602881	DnaB
MN604698	DnaB
MN615698	F762
MN617843	L762_RecG
MN617845	F762_RecB
MN642089	SNF2
MN651570	F762
MN655999	L438_Gp4
MN689778	UvrB
MN692199	SNF2
MN692673	UvrB_Twinkle
MN695334	L438_UvrD_UvsW_Gp41_UvsX
MN698239	L762_PcrA_SNF2
MN698241	L762_PcrA_SNF2
MN698242	Y762_Gp4
MN698243	Y762_Gp4
MN698247	Y762_L438_Gp4
MN703411	SNF2
MN703413	F762_Twinkle
MN703414	F762_SNF2
MN715150	Y762_Gp4
MN715356	Y762_Gp4
MN718199	L438_UvsW_Gp41_UvsX
MN727882	P438_DnaB
MN732867	Y762_L438
MN732896	L762_SNF2
MN734436	UvsW
MN734437	RecG
MN734438	RecG
MN734439	RecG
MN735430	F762_SNF2
MN737551	UvrB_Twinkle
MN794002	F762
MN794003	F762
MN794238	F762_DnaB_RecA
MN807240	Y762
MN807247	F762_P438_Gp4
MN807295	F762
MN812203	UvsW
MN812207	SNF2
MN812224	RecG
MN812234	RecG_SNF2
MN812689	UvrB_Twinkle
MN813676	F762_Twinkle
MN813677	Gp4
MN813686	L762_UvsW
MN813693	L762_UvsW
MN813696	F762_P438_Gp4
MN813697	F762_P438_Gp4
MN820898	PcrA_UvrB
MN830253	UvrB_Twinkle
MN830258	UvrB_Twinkle
MN840485	UvrB_Twinkle
MN840487	UvrB_Twinkle
MN844877	F762
MN850575	L762_SNF2
MN850583	F762_DnaB
MN850589	L762_SNF2
MN850592	F762_DnaB
MN850603	Y762_L438_Gp4
MN850608	F762_DnaB
MN850611	Y762_L438_Gp4
MN850623	UvrB_Twinkle
MN850625	F762_DnaB
MN850628	SNF2
MN850636	Y762_L438_Gp4
MN850650	L762_SNF2
MN857473	Y762_Gp4
MN862068	L438_PcrA_RecD_SNF2
MN871441	Dda_UvsW_Gp41_UvsX
MN871444	SNF2
MN871445	SNF2
MN871447	SNF2
MN871490	UvrB
MN871497	L438_UvsW_Gp41_UvsX
MN871500	L438_UvsW_Gp41_UvsX
MN871506	F762_DnaB_RecA
MN871507	Dda_UvsW_Gp41
MN877442	L438
MN882610	L438_Dda_UvsW_Gp41_UvsX
MN905160	L438
MN906996	F762_RecD
MN908687	SNF2_DnaB_RecA
MN908688	SNF2
MN908689	F762_Twinkle
MN908691	DnaB
MN923124	UvrB
MN927225	L762_SNF2
MN927226	L762_SNF2
MN940571	Twinkle
MN940573	Twinkle
MN940575	Twinkle
MN940576	Twinkle
MN945900	SNF2
MN945901	Twinkle
MN945904	Twinkle
MN954399	F762_L438_UvsW_DnaB
MN956514	F762_L438_DnaB
MN956515	DnaB
MN988459	F762_DnaB_RecA
MN988463	L762_SNF2
MN988465	L762_P438_RecD_SNF2
MN988483	F762_Dda
MN988484	UvrB
MN988486	L438_UvsW_Gp41
MN988492	F762
MN988495	UvrB
MN988496	UvrB
MN988497	F762_Dda
MN988500	UvsW
MN988510	P438_Gp4
MN988512	F762
MN988515	F762_SNF2_DnaB
MN988517	F762_Dda
MN988519	UvsW_Gp41
MN988521	F762_L438
MN988527	P438_Gp4
MN988528	F762
MN988529	F762
MN988530	UvsW
MN988531	UvrB
MN988532	L438_UvsW_Gp41
MN988534	L438_UvsW_Gp41
MN988536	SNF2
MN988539	Y762_Gp4
MN988543	L438_UvsW_Gp41_RecA
MN988544	UvrB
MN988547	L438_UvsW_Gp41_RecA
MN988549	UvsW
MN988552	F762_P438_Gp41_RecA
MN988554	L762_P438_RecD_SNF2
MN988555	F762_Dda
MN988558	F762_DnaB_RecA
MN994275	Gp4
MN994496	F762_L438_DnaB
MN994498	Y762_L438_Gp4
MN994499	Y762_L438_Gp4
MN994500	UvrB_Twinkle
MN994502	F762_L438_DnaB
MN994503	L438_Gp4
MN994504	F762_L438_DnaB
MN996301	L762_SNF2
MT002873	Gp4
MT002875	SNF2
MT004791	F762_L438_DnaB
MT012302	UvsW_Twinkle
MT012729	L762_SNF2
MT012730	F762_UvsW
MT023084	UvrB_Twinkle
MT024862	F762_SNF2
MT024863	L762
MT024872	P438_Gp41_RecA
MT028297	Y762_L438_Gp4
MT028491	L438_UvrD_UvsW_Gp41_UvsX
MT028492	SNF2
MT074134	L762_SNF2
MT074136	F762_UvsW
MT074141	P438_UvrD_UvrB_Gp41_RecA
MT074146	UvrD_UvrB_Gp41_RecA
MT074148	L762_SNF2
MT074150	L762_SNF2
MT074152	L762_SNF2
MT074159	L762_SNF2
MT074160	L762_SNF2
MT074430	L762_SNF2
MT074432	L762_SNF2
MT074448	F762_L438_DnaB
MT074451	L762_SNF2
MT074461	F762_L438_DnaB
MT074464	F762_L438_DnaB
MT074467	F762_L438_DnaB
MT074472	L438_UvsW_Gp41_UvsX
MT074473	L762_SNF2
MT074483	L762_SNF2
MT080103	F762_L438_DnaB
MT080583	F762_L438_UvsW_Gp41_RecA
MT080593	F762_L438_UvsW_Gp41_RecA
MT080594	F762_L438_UvsW_Gp41_RecA
MT080599	L438_UvsW_Gp41_RecA
MT084350	SNF2_Twinkle
MT090077	F762
MT094430	F762
MT104122	L762_L438
MT104466	Y762_Gp4
MT104467	Y762_Gp4
MT104474	UvrB_Twinkle
MT104476	F762
MT108728	Y762_L438_UvrD
MT108731	L762_L438_RecD_SNF2
MT110073	F762_DnaB_RecA
MT114163	SNF2_DnaB_RecA
MT118305	UvsW
MT119360	DnaB
MT119372	RecD_SNF2
MT119374	RecD_SNF2
MT119377	RecD_SNF2
MT121960	F762_UvsW_Gp41_RecA
MT121964	F762_UvsW_Gp41_RecA
MT129652	L438_Dda_UvsW_Gp41_UvsX
MT129655	Y762_Gp4
MT135025	L438_Dda_SNF2_UvsW_Gp4_Gp41_UvsX
MT136606	DnaB
MT151386	F762_L438_UvsW_Gp41_RecA
MT151604	F762_L438_UvsW_Gp41_RecA
MT152150	RecG
MT161381	UvsW_Twinkle
MT161383	UvsW_Twinkle
MT161385	SNF2
MT161459	L438_Dda_UvsW_Gp41_UvsX
MT162466	L438_UvsW_Gp41_UvsX
MT162468	L438_UvsW_Gp41_UvsX
MT176427	UvrB_Twinkle
MT178448	F762
MT188223	L438_UvrD_Gp4
MT188704	Y762_RecD_SNF2
MT197175	F762
MT197176	F762
MT210152	DnaB
MT227925	F762_DnaB
MT233524	F762_L438_DnaB
MT234338	F762_Dda
MT234341	UvrB
MT234343	L438_Gp41_UvsX
MT234670	L762_L438_SNF2
MT241607	L762_SNF2
MT251347	RecG
MT254578	L438_RecD
MT259468	F762
MT270409	Y762_L438_RecD_SNF2
MT303952	L762_SNF2_Twinkle
MT310853	Twinkle
MT310855	F762_SNF2
MT310858	F762_P438_Gp4
MT310859	Twinkle
MT310860	Twinkle
MT310863	P438
MT310865	P438_Gp41_RecA
MT310874	Y762_SNF2
MT310877	F762_P438_Gp4
MT310879	F762_P438_Gp4
MT310896	F762_Twinkle
MT310898	H762_PcrA_SNF2_DnaB
MT316461	F762
MT322327	L438_Gp4
MT325768	L438_RecB
MT330372	L762_SNF2
MT334653	L438_Dda_UvsW_Gp41_UvsX
MT344104	DnaB
MT345684	UvrB
MT349887	DnaB
MT350292	Y762_Gp4
MT350293	Y762_Gp4
MT354569	L438_RecG_Gp41_RecA
MT360681	UvrB
MT360682	UvrB_Twinkle
MT361972	DnaB
MT362618	P438_RecB_DnaB
MT366760	F762_PcrA_SNF2_UvsW_DnaB_RecA
MT366761	F762_UvrD_SNF2_DnaB_RecA
MT366762	L438_UvsW_Gp41_UvsX
MT366939	UvrB
MT366946	L438_PcrA_DnaB
MT366947	L438_PcrA_DnaB
MT375042	UvsW_Twinkle
MT375521	Y762_L438_Gp4
MT375523	Y762_Gp4
MT375527	Y762_L438_Gp4
MT375529	L438_Gp4
MT375530	Y762_L438_Gp4
MT408532	L438_UvsW_Gp41_UvsX
MT410774	DnaB
MT416612	F762_L438_SNF2_UvsW_Gp41_RecA
MT422786	RecB_DnaB
MT424636	V438_Gp4
MT425185	Y762_Gp4
MT426122	UvrB
MT427400	UvrB_Twinkle
MT448617	F762_L438_UvsW_DnaB
MT451983	F762_SNF2
MT451984	F762_SNF2
MT457552	L438_Dda_UvsW_Gp41_UvsX
MT465573	Y762_Gp4
MT478993	L762_SNF2
MT491207	RecG
MT496971	Gp4
MT498037	SNF2_Twinkle
MT498041	F762_P438_Gp4
MT498063	F762_SNF2
MT498064	SNF2
MT498066	F762_P438_Gp4
MT499896	L438_UvsW_Gp41_UvsX
MT499897	L762_SNF2
MT500540	RecG_Twinkle
MT511058	UvrB_Twinkle
MT514532	RecB_DnaB
MT515757	Y762_Gp4
MT521992	L438_Gp41_RecA
MT521997	L762_UvsW
MT522001	SNF2
MT522002	F762_P438_RecB_Gp4
MT522003	SNF2
MT522004	F762_P438_Gp4
MT536174	L762_SNF2
MT542512	Y762_Gp4
MT543041	Y762_Gp4
MT552977	Y762_L438
MT554104	F762_L438_UvsW_Gp41_RecA
MT559526	F762
MT559528	UvrB
MT560058	L438_Dda_UvsW_Gp41_UvsX
MT577844	F762_L438_DnaB
MT586120	L438_UvsW_Gp41_UvsX
MT596498	DnaB
MT597419	Y762_Gp4
MT601270	L438_UvrD_UvsW_Gp41
MT601272	F762_L438
MT601274	L438_DnaB
MT613935	UvsW_Twinkle
MT625440	Y762_Gp4
MT635598	L762_SNF2
MT639639	SNF2_Twinkle
MT639646	F762_SNF2
MT653137	L762_SNF2
MT653144	L762_SNF2
MT653146	F762_L438_DnaB
MT657335	L762_UvsW
MT657339	DnaB
MT657343	F762_SNF2
MT657344	F762_SNF2
MT658802	DnaB
MT658803	DnaB
MT658804	F762_P438_Gp4
MT658805	DnaB
MT661596	SNF2
MT661598	SNF2_Twinkle
MT663720	SNF2
MT664721	DnaB
MT670417	L438
MT670419	L438
MT675125	L762_SNF2
MT675126	L762_SNF2
MT677934	L762_SNF2
MT682386	F762
MT682390	F762
MT682705	RecG
MT682706	UvrB_Twinkle
MT682707	Y762_Gp4
MT682708	Dda
MT682715	UvrB_Twinkle
MT684593	SNF2
MT684598	P438_Gp41_RecA
MT684601	SNF2
MT700412	RecB_DnaB
MT701586	UvsW
MT701588	L438_Dda_UvsW_Gp41_UvsX
MT701589	F762
MT701592	UvrB_Twinkle
MT701593	F762_Twinkle
MT701594	P438
MT701595	F762_Twinkle
MT701596	F762_Twinkle
MT701597	P438
MT701598	P438
MT708544	F762
MT708545	Y762_Gp4
MT708546	F762
MT708548	P438
MT708549	RecD_SNF2
MT708550	UvsW_Twinkle
MT711523	L762_SNF2
MT711524	L762_SNF2
MT711528	L762_SNF2
MT711887	Y762_Gp4
MT711888	RecD_UvsW
MT711889	Y762_Gp4
MT711890	Y762_Gp4
MT711976	P438_Gp41_RecA
MT711978	P438
MT711979	P438
MT713136	L438_Dda_UvsW_Gp41_UvsX
MT723933	F762
MT732434	Y762
MT732454	F762_I438_UvsW_Gp41_RecA
MT735629	F762_DnaB_RecA
MT735630	F762_DnaB_RecA
MT740245	F762_L438_UvsW_DnaB
MT740291	L762_SNF2
MT740307	Y762_L438_RecB
MT740314	L438
MT740315	DnaB
MT740726	DnaB
MT740728	F762
MT740735	UvsW
MT740737	DnaB
MT741944	F762
MT747435	L762_SNF2
MT757392	UvrB
MT758688	DnaB
MT758689	F762_UvsW_Gp41_RecA
MT764845	L762_SNF2
MT767883	DnaB
MT768060	UvrB_Twinkle
MT770738	L438_UvsW_Gp41_RecA
MT771339	F762_SNF2
MT771340	F762_RecB
MT771345	SNF2_Twinkle
MT774375	DnaB
MT774378	F762_P438_UvsW
MT774379	Dda_DnaB
MT774380	Gp4
MT774381	Dda
MT774382	DnaB
MT774383	Dda
MT774385	F762_UvrB
MT774386	Dda
MT774387	F762_UvrB
MT774388	F762_P438_UvsW
MT774389	UvsW
MT774390	F762_SNF2
MT774391	F762_P438_UvsW
MT774392	P438_UvrB
MT774393	Dda
MT774487	DnaB
MT776806	SNF2_Twinkle
MT776809	F762_SNF2
MT776812	F762_RecB
MT778838	L438_UvsW_Gp41_RecA
MT778839	L438_UvsW_Gp41
MT778840	F762_P438_Gp41_RecA
MT783706	F762_L438
MT787017	F762_L438_UvsW_Gp41_RecA
MT795651	SNF2
MT808983	Y762_Gp4
MT811961	L438_SNF2
MT813197	DnaB
MT818426	H762
MT822284	Y762_Gp4
MT833387	DnaB
MT843274	F762_L438_DnaB
MT843276	UvsW_Twinkle
MT857001	SNF2_Twinkle
MT857002	L438_UvsW_Gp41_UvsX
MT880871	SNF2_Twinkle
MT880872	L438_RecD_DnaB
MT887289	Y762_L438_Gp4
MT889365	F762_Twinkle
MT889367	F762_SNF2
MT889375	F762_Twinkle
MT889376	F762_Twinkle
MT889377	F762_SNF2
MT889379	SNF2
MT889381	L762_UvsW
MT889384	F762
MT889392	F762_Twinkle
MT894004	UvrB
MT894005	UvrB_Twinkle
MT897905	P438_Gp41_RecA
MT897906	F762_Twinkle
MT897908	SNF2_Twinkle
MT899444	L762_SNF2_Twinkle
MT900487	DnaB
MT909815	F762_UvsW_Gp41_RecA
MT920315	L438_Dda_UvsW_Gp41_UvsX
MT932212	DnaB
MT932329	RecB_Gp41
MT936332	SNF2_Twinkle
MT939240	L762_DnaB
MT939241	DnaB
MT939252	F762
MT939486	L438_Dda_UvsW_Gp41_UvsX
MT949699	L438_Dda_UvsW_Gp41
MT951568	F762
MT951623	L762_SNF2
MT952160	SNF2
MT952847	F762_RecB
MT952852	P438_Gp41_RecA
MT956952	UvrB_Twinkle
MT980832	L762_SNF2
MT980833	L762_SNF2_Twinkle
MT980834	SNF2
MT986029	SNF2
MT992243	L762_PcrA_SNF2
MW001214	L438_UvrD_UvsW_Gp41
MW001769	Y762_Gp4
MW006481	F762_L438_DnaB
MW015080	Y762_V438_Gp4
MW015081	L438_UvsW_Gp41_UvsX
MW021754	L438_UvsW_Gp41_UvsX
MW021760	L438_UvsW_Gp41_UvsX
MW021762	UvrB_Twinkle
MW021763	RecG
MW023914	Y762_Gp4
MW042788	Y762_Gp4
MW042807	Y762_Gp4
MW043865	F762_L438_DnaB
MW055903	SNF2
MW055906	L762_RecG
MW055913	SNF2
MW057854	Y762_Gp4
MW057855	UvsW_Twinkle
MW057857	F762_L438_UvsW_DnaB
MW057858	L438_Dda_UvsW_Gp41_UvsX
MW057860	L762_SNF2
MW057861	UvrB
MW057918	UvrB_Twinkle
MW067003	Dda
MW073017	L438
MW082583	L762_SNF2
MW082584	L438_Dda_UvsW_Gp41_UvsX
MW084976	L438_RecD
MW114771	SNF2
MW117965	L438_UvsW_Gp41_UvsX
MW117966	L438_UvsW_Gp41_UvsX
MW119258	UvrB_Twinkle
MW145136	F762_DnaB
MW145137	DnaB
MW145138	L762_PcrA_UvrD_SNF2
MW145139	L762_SNF2
MW147367	L438_UvsW_Gp41_UvsX
MW149274	L438_Dda_UvsW_Gp41_UvsX
MW151244	RecG
MW175414	Dda
MW176032	L762_UvrD_SNF2
MW176033	L762_SNF2
MW176034	L762_UvrD_SNF2
MW201959	L762_SNF2
MW202489	H762_RecD
MW202655	L762_SNF2
MW202658	Y762_SNF2_Twinkle
MW206381	F762_L438_DnaB
MW218148	L438_RecD
MW239124	L438_Dda_UvsW_Gp41_UvsX
MW248466	L438_RecD
MW250641	F762
MW258709	Y762_Gp4
MW258710	UvrB_Twinkle
MW258711	UvrB_Twinkle
MW269554	SNF2_Twinkle
MW272540	L438_Dda_UvsW_Gp41_UvsX
MW286156	UvrB_Twinkle
MW286266	F762
MW291024	DnaB
MW291508	L762_SNF2
MW296032	Y762_Gp4
MW311372	L438_Gp4
MW314848	F762_SNF2
MW316731	L438_Gp4
MW316732	Gp4
MW316733	Gp4
MW331437	L762_SNF2
MW334946	UvrB
MW343794	Y762_Gp4
MW345241	F762
MW345254	Y762_Gp4
MW349128	L438_RecD_UvsW
MW353175	L762_I438_RecB_Gp41
MW355457	L762_SNF2
MW358927	L438_Dda_UvsW_Gp41_UvsX
MW358928	Y762_Gp4
MW358930	F762
MW366783	F762
MW366843	F762_SNF2_DnaB_RecA
MW367417	Y762_L438
MW367418	Y762_Gp4
MW367898	L438_Dda_UvsW_Gp41_UvsX
MW380985	Gp4
MW387018	L762_SNF2
MW392801	L438_DnaB
MW393850	RecG
MW394389	Y762_Gp4
MW394390	L438_RecB_Gp4
MW394391	SNF2
MW394467	RecB_DnaB
MW398869	F762_L438_UvsW_DnaB
MW406974	RecD_SNF2
MW416012	Y762_Gp4
MW419087	F762_L438_UvsW_Gp41_RecA
MW421576	SNF2
MW421584	UvsW
MW423798	F762_L438_DnaB
MW427215	UvrB_Twinkle
MW430345	F762_L438_UvsW_Gp41_RecA
MW448539	PcrA_UvrB
MW451247	Y762
MW451248	L438_Gp4
MW451249	F762_RecG
MW451250	L438_Gp41
MW452562	SNF2_Twinkle
MW459163	F762
MW460245	F762_Dda_SNF2_UvsW_DnaB_RecA
MW460246	RecD_SNF2
MW460247	L762_RecD_SNF2
MW460248	F762_SNF2
MW464860	UvrB
MW476489	RecG_Twinkle
MW477799	UvrB_Twinkle
MW478292	Twinkle
MW495044	F762_L438_RecD
MW495066	P438
MW495853	UvrB_Twinkle
MW507126	Y762_SNF2
MW507129	SNF2_Twinkle
MW514246	Y762_P438_Gp4
MW514247	Y762_P438_Gp4
MW526258	RecD_SNF2
MW544066	F762_Dda
MW546073	F762_L438_UvsW_Gp41_RecA
MW546074	L438_UvsW_Gp41_RecA
MW560978	DnaB
MW567727	F762_L438_DnaB
MW570730	L438_DnaB
MW574966	L762_PcrA_SNF2
MW578836	DnaB
MW582532	SNF2_Twinkle
MW582634	SNF2
MW584153	L762_RecG
MW584159	H762_P438
MW584160	DnaB
MW584202	DnaB
MW589261	DnaB
MW590223	Y762_SNF2
MW590329	F762
MW601216	F762_P438_Gp4
MW601220	DnaB
MW602648	F762_UvsW
MW627293	DnaB
MW627366	F762
MW630115	F762_Dda
MW651859	Twinkle
MW654182	L762_UvsW
MW660583	Twinkle
MW671054	Y762_Gp4
MW677511	F762_Gp41_RecA
MW677523	P438_SNF2
MW677525	L762_P438_SNF2
MW677529	F762_DnaB_RecA
MW679026	SNF2_Gp41_RecA
MW689258	UvrB_Twinkle
MW712719	SNF2
MW715619	L762_SNF2
MW722082	UvrB_Twinkle
MW722821	L762_SNF2
MW735835	L438_SNF2
MW748991	Y762_Gp4
MW748992	L438_Gp4
MW748993	DnaB
MW749003	L438_RecD
MW749004	L438_Gp4
MW749005	L762_SNF2
MW749010	L438_Gp4
MW787012	F762_L438_UvsW_Gp41_RecA
MW790496	DnaB
MW794141	Y762_L438_Gp4
MW822006	L762_SNF2
MW822008	L438_Dda_UvsW_Gp41_UvsX
MW822144	F762_SNF2
MW822145	P438_Gp41_RecA
MW824370	L438_UvsW_Gp41
MW824371	Y762_Gp4
MW824374	UvsW_Twinkle
MW824375	L438_UvsW_Gp41
MW824376	Y762_Gp4
MW824377	L438_Dda_UvsW_Gp41_UvsX
MW824379	UvrB_Twinkle
MW824380	UvsW_Twinkle
MW824383	UvrB
MW824387	L762_SNF2
MW824400	F762_Dda_SNF2
MW824406	SNF2
MW824409	F762_Gp4
MW824410	UvrB_Twinkle
MW824417	F762_Dda_SNF2
MW824418	UvrB_Twinkle
MW824423	F762_L438_UvsW_DnaB
MW824429	UvsW
MW824430	L762_UvrB_Twinkle
MW824431	F762_Dda_SNF2
MW824432	UvrB_Twinkle
MW824433	UvrB_Twinkle
MW824434	UvrB_Twinkle
MW862804	L762_SNF2
MW862981	F762_Twinkle
MW862983	F762_RecB
MW865291	Y762
MW865292	Y762
MW879340	SNF2
MW879341	SNF2
MW883059	L438_Dda_UvsW_Gp41_UvsX
MW900438	UvrB
MW924643	F762_P438_Gp4
MW926912	F762
MW927515	DnaB
MW927522	DnaB
MW927524	DnaB
MW934263	F762
MW960030	L438_UvsW_Gp41_RecA
MW960031	UvsW
MW960032	UvrB_UvsW
MW960033	UvrB
MW960034	F762
MW960036	F762_Dda
MW960037	UvrB
MW965453	F762
MW980061	SNF2
MW980064	F762_SNF2_DnaB
MW980066	F762_Dda
MW980070	Y762_Gp4
MZ004649	L762_SNF2
MZ005674	Twinkle
MZ005679	DnaB
MZ028625	F762_P438
MZ043613	L438_Gp4
MZ078141	UvrB
MZ092003	L762_SNF2_DnaB
MZ127829	DnaB
MZ150782	F762_SNF2
MZ150783	Y762_L438_SNF2_Twinkle
MZ150786	L762_UvsW
MZ171378	SNF2
MZ188976	SNF2_DnaB
MZ208805	F762
MZ209305	F762_P438_Gp4
MZ220765	UvsW
MZ220766	Y762_Gp4
MZ229661	F762_RecD
MZ234010	L762_SNF2
MZ234011	Y762_Gp4
MZ234026	L762_SNF2
MZ274310	UvrB
MZ311863	L438_Gp4
MZ311864	Y762_L438_Gp4
MZ318367	UvrB_Twinkle
MZ322017	F762_P438_RecB
MZ326168	L438_Gp4
MZ326855	L762_SNF2
MZ326856	F762_Dda
MZ326857	F762_Dda
MZ326859	RecG
MZ326860	L762_RecD_SNF2
MZ326861	F762_Dda
MZ326862	F762_DnaB_RecA
MZ326863	F762_DnaB
MZ326867	UvsW
MZ333131	F762_Gp4
MZ333132	UvrB_Twinkle
MZ333135	F762
MZ333457	L762_DnaB
MZ333461	SNF2_Twinkle
MZ334493	P438
MZ334510	P438
MZ342906	Gp4
MZ348421	F762_Dda
MZ348422	SNF2
MZ348423	L438_Dda_UvsW_Gp41_UvsX
MZ355727	F762_SNF2
MZ357096	F762_SNF2
MZ369152	UvsW_Twinkle
MZ374361	UvrB
MZ375233	Y762_Gp4
MZ375296	UvrB_Twinkle
MZ398021	UvrB
MZ398135	L762_DnaB
MZ398240	UvrB
MZ398244	Gp4
MZ398245	Y762_Gp4
MZ417320	F762_L438_UvsW_Gp41_RecA
MZ417322	F762_L438_UvsW_Gp41_RecA
MZ417323	L438_UvsW_Gp41_RecA
MZ417331	F762_L438_UvsW_Gp41_RecA
MZ417333	L438_UvsW_Gp41_RecA
MZ417340	F762_L438_UvsW_Gp41_RecA
MZ417341	L438_DnaB
MZ417348	L438_DnaB
MZ417349	DnaB
MZ417351	DnaB
MZ417352	DnaB
MZ417354	F762_L438_UvsW_Gp41_RecA
MZ420150	F762_UvsW_Gp41_RecA
MZ422438	Dda
MZ424863	UvsW
MZ424864	F762
MZ427930	F762_L438_UvsW_Gp41_RecA
MZ428221	UvrB_Twinkle
MZ443774	F762_SNF2_DnaB_RecA
MZ443776	F762_SNF2_DnaB_RecA
MZ443777	F762_SNF2_DnaB_RecA
MZ443779	F762_SNF2_DnaB_RecA
MZ443780	SNF2_DnaB_RecA
MZ443783	F762_SNF2_DnaB_RecA
MZ443786	F762_SNF2_DnaB_RecA
MZ443788	F762_SNF2_DnaB_RecA
MZ447858	F762
MZ456037	DnaB
MZ456352	F762_L438_UvrD_Gp4
MZ475896	F762_SNF2_DnaB_RecA
MZ477002	Y762_Gp4
MZ488273	DnaB
MZ489634	UvrB_Twinkle
MZ501051	UvrB_Twinkle
MZ501053	UvrB_Twinkle
MZ501055	Y762_Gp4
MZ501058	F762_L438_DnaB
MZ501059	UvrB_Twinkle
MZ501064	Y762_Gp4
MZ501068	RecG
MZ501070	L762_SNF2
MZ501074	F762_L438_DnaB
MZ501075	F762_L438_DnaB
MZ501077	UvrB_Twinkle
MZ501078	Y762_Gp4
MZ501080	UvrB_Twinkle
MZ501081	Y762_Gp4
MZ501085	UvrB_Twinkle
MZ501087	UvrB_Twinkle
MZ501088	L762_SNF2
MZ501091	UvrB
MZ501092	UvrB_Twinkle
MZ501095	L762_SNF2
MZ501097	L762_SNF2
MZ501098	L438_Dda_UvsW_Gp41_UvsX
MZ501099	UvrB_Twinkle
MZ501100	L438_UvrD_Gp4
MZ501101	UvrB_Twinkle
MZ501103	F762_L438_DnaB
MZ501104	UvrB
MZ501107	L762_SNF2
MZ501108	F762_L438_DnaB
MZ501109	F762_L438_DnaB
MZ501110	UvrB
MZ501260	F762_L438_UvsW_Gp41_RecA
MZ501262	F762_L438_UvsW_Gp41_RecA
MZ501266	UvsW
MZ501267	SNF2
MZ501268	SNF2
MZ501269	L762_SNF2
MZ504876	L438_Dda_UvsW_Gp41_UvsX
MZ504995	UvrB
MZ506873	UvrB
MZ516527	RecA
MZ520832	L438
MZ547449	SNF2
MZ568826	L438_RecD_Gp4
MZ570582	DnaB
MZ571828	F762_L438_DnaB
MZ571832	Y762_Gp4
MZ573780	F762_L438_UvsW_Gp41_RecA
MZ573924	Y762_Gp4
MZ574432	Y762_L438_RecD_SNF2
MZ576217	L762_SNF2
MZ577095	L438_UvsW_Gp41_UvsX
MZ592920	F762
MZ593728	DnaB
MZ598515	UvrB_Twinkle
MZ602146	F762
MZ605292	F762_RecD_SNF2
MZ605293	Y762_L438
MZ614453	DnaB
MZ622713	SNF2
MZ634342	F762
MZ634346	UvrB_Twinkle
MZ643249	UvrB_Twinkle
MZ648033	SNF2_Twinkle
MZ648034	F762_RecB
MZ648214	Y762_Gp4
MZ648215	Y762_Gp4
MZ666130	SNF2_Twinkle
MZ666938	Gp4
MZ666966	F762
MZ669808	UvrB_Twinkle
MZ701794	F762
MZ707156	L438_Dda_UvsW_Gp41_UvsX
MZ712044	DnaB
MZ726796	UvrB
MZ726797	UvrB_Twinkle
MZ747515	F762_SNF2
MZ747516	F762_Twinkle
MZ747519	SNF2
MZ751040	F762_L438_UvrD_UvsW_Gp41
MZ773648	F762_P438_Dda
MZ773939	DnaB
