ID	enriched_cb_chain	Syntenome
Ga0531455_000123	(2594_678_133586, 32484_111943_38644, 80982_32484_111943)	10
Ga0531455_000125	(396_172588_9139, 9139_32601_190390, 32601_9139_172588, 149108_396_172588)	0
Ga0531455_000129	(92776_182933_173723, 92776_223885_202274, 134516_173723_182933, 173723_134516_223884, 182933_92776_223885)	4
Ga0531455_000132	(9999_84127_75065, 53869_9999_84127)	7
Ga0531455_000133	(28489_28488_193556, 107232_107233_134693, 107233_107232_112261)	37
Ga0531455_000136	(28501_187028_211164, 32482_28498_101566, 55098_28501_187028, 134399_144323_202068, 134399_211164_187028, 144323_134399_211164)	33
Ga0531455_000137	(28508_211513_211512, 210728_211512_211513, 211512_210728_219885)	38
Ga0531455_000139	(34332_149131_100076)	10
Ga0531455_000140	(93388_173831_169287)	39
Ga0531455_000141	(59981_101275_59983, 59981_101293_101292, 101275_59981_101293, 101275_59983_112763, 101293_101292_112022)	23
Ga0531455_000142	(76652_193636_210846, 104506_184856_210846, 184856_210846_193636)	34
Ga0531455_000144	(176145_142461_188392)	38
Ga0531455_000146	(24610_202235_202026, 24610_238120_60817, 28583_158773_175567, 28583_175568_84261, 28592_79691_38259, 28592_188800_173845, 59018_84261_175568, 59018_101762_175569, 72724_202237_181993, 79691_28592_188800, 84261_59018_101762, 101762_175569_181993, 131813_72724_202237, 131813_175570_211879, 158773_28583_175568, 158773_175567_173845, 175567_173845_188800, 175569_181993_202237, 202235_24610_238120)	13
Ga0531455_000151	(17365_144617_122939, 17365_234857_80765, 42156_74536_243824, 42156_134824_193134, 74536_42156_134824, 134824_193134_204782, 144617_17365_234857, 144617_122939_204770, 234857_80765_236336)	1
Ga0531455_000162	(865_149114_84087, 6823_211656_80868, 47444_211655_92838, 56031_92838_211655, 56031_202133_156043, 75216_156043_202133, 80868_92788_134231, 84087_134231_92788, 92788_80868_211656, 134231_84087_149114, 156043_75216_156044, 192201_47444_211655)	25
Ga0531455_000166	(3337_167968_84220, 20273_190390_32601, 55574_144349_92161, 144349_92161_175512, 167968_84220_236162)	0
Ga0531455_000167	(3344_24107_144508)	40
Ga0531455_000169	(3347_60272_56138, 3347_212511_3402, 60272_3347_212511)	11
Ga0531455_000173	(80775_212303_101532, 84087_149114_201566, 92788_84087_149114)	25
Ga0531455_000177	(9139_32601_190390, 32601_190390_172592, 53302_172592_190390, 76380_92161_144349, 92161_76380_142274, 112994_53302_172592)	0
Ga0531455_000179	(851_216465_107846, 24859_851_216465, 47347_107846_216465)	10
Ga0531455_000180	(50015_122110_144568, 56031_92838_211655, 56082_112121_112257, 75216_156043_112123, 80868_92788_84087, 84087_149114_243639, 92788_80868_211656, 92788_84087_149114, 112121_112257_195173, 112257_195173_172592, 122110_144568_172592, 144568_172592_195173, 149114_243639_218055, 156043_75216_156044)	25
Ga0531455_000183	(59018_101762_175654, 101762_175654_181993)	15
Ga0531455_000185	(3344_24107_144508, 24107_3344_166884)	40
Ga0531455_000192	(20411_47175_47174, 47174_143486_134855, 47175_20411_144956, 47175_47174_143486)	41
Ga0531455_000194	(74517_3402_212511, 84087_94262_243639, 84087_202068_134399, 94262_84087_202068, 202068_134399_211164)	33
Ga0531455_000195	(201980_244164_223886)	4
Ga0531455_000196	(57869_219105_196832)	7
Ga0531455_000206	(184702_156667_194941)	8
Ga0531455_000207	(59037_80867_107278, 59037_92879_211656, 80775_212303_101532, 80867_59037_92879, 80868_211656_92879, 84087_149114_201566, 92788_80868_211656, 107278_80775_212303)	25
Ga0531455_000209	(34081_38656_53307, 34081_84459_144084)	4
Ga0531455_000211	(24169_80185_210806, 24824_101566_28498, 28498_32482_122190, 32482_28498_101566, 80185_24169_122192, 101566_24824_122192, 104161_244740_202068, 144323_202068_244740, 144323_238727_211164, 187028_211164_238727, 202068_144323_238727, 240429_104161_244740)	33
Ga0531455_000212	(234857_80765_236336)	1
Ga0531455_000214	(3347_212511_3402, 211220_202209_219157)	11
Ga0531455_000219	(202626_102852_234396)	8
Ga0531455_000221	(204862_4952_240465)	36
Ga0531455_000222	(3344_24107_144508, 24107_3344_166884)	40
Ga0531455_000225	(17365_144617_122939, 17365_234857_144203, 24768_144203_234857, 101135_24768_144203, 144617_17365_234857)	1
Ga0531455_000228	(28875_144616_210695)	7
Ga0531455_000229	(3402_201098_212647, 3402_212511_188849, 28501_187028_211164, 134399_211164_187028, 144323_134399_211164, 173810_188849_212511, 201098_3402_212511, 201098_212647_201567)	33
Ga0531455_000232	(32879_238067_238068)	42
Ga0531455_000234	(59981_101275_143957, 59981_101293_101292, 59983_143957_101275, 101275_59981_101293, 101293_101292_112022, 143957_59983_240043)	23
Ga0531455_000236	(80231_93354_136658, 80231_104515_204805, 89777_204805_104515, 93354_80231_104515, 202302_89777_204805)	18
Ga0531455_000237	(32578_59749_55502, 59749_32578_219882)	38
Ga0531455_000238	(53869_84127_75065)	7
Ga0531455_000239	(3950_75603_124689, 75603_124689_200984, 124689_200984_216128, 133390_134492_216128, 134492_216128_200984, 156070_75604_193514)	19
Ga0531455_000242	(142446_202316_229451, 185716_211765_229307, 185716_229451_202316, 211765_185716_229451)	7
Ga0531455_000244	(194941_226823_215942)	8
Ga0531455_000245	(851_80631_93109)	6
Ga0531455_000250	(107848_223798_243148, 107848_238278_184713, 142290_184713_238278, 193436_243148_223798, 223798_107848_238278)	24
Ga0531455_000257	(53730_59037_92879, 53730_107278_80775, 59037_53730_107278, 59037_92879_211656, 80775_212303_101532, 80868_211656_92879, 92788_80868_211656, 107278_80775_212303, 195170_101532_212303)	25
Ga0531455_000258	(387_171759_184724, 4863_184724_171759, 107846_4863_184724)	10
Ga0531455_000259	(42156_134824_193134, 42220_245487_133886, 133886_149422_193134, 134824_193134_149422, 238571_42220_245487)	1
Ga0531455_000260	(41777_143303_60746, 149089_240583_153359, 228828_153359_240583, 236162_149089_240583)	2
Ga0531455_000263	(75384_75288_123746)	0
Ga0531455_000269	(56138_74358_216129, 74358_56138_101531, 74358_216129_195171, 80775_107278_201567, 107278_201567_243844, 122110_144568_172592)	25
Ga0531455_000270	(9999_84127_75065, 53869_9999_84127)	7
Ga0531455_000278	(20866_74330_238492, 20866_112022_101292, 59981_101293_101292, 74330_20866_112022, 74330_238492_101272, 101275_59981_101293, 101293_101292_112022)	23
Ga0531455_000283	(144872_240408_215942, 176647_144872_240408)	2
Ga0531455_000286	(101353_211158_244750)	37
Ga0531455_000289	(3402_201098_212647, 28501_53951_201567, 28501_187028_211164, 53951_28501_187028, 53951_201567_212647, 144323_202068_193852, 187028_211164_238727, 195380_238727_211164, 201098_212647_201567, 202068_193852_244740)	33
Ga0531455_000291	(37370_193378_104612, 66826_133619_134835)	8
Ga0531455_000292	(84087_94262_243639, 84087_202068_134399, 94262_84087_202068, 202068_134399_211164)	33
Ga0531455_000295	(17365_201753_122939, 37368_42156_193134, 37368_243824_223169, 42156_37368_243824, 42156_193134_243533, 122939_195007_243606, 195007_122939_201753, 201753_17365_234857)	16
Ga0531455_000296	(134835_133619_218284)	7
Ga0531455_000297	(142290_184713_238278)	24
Ga0531455_000298	(59037_80867_107278, 59037_92879_211656, 80867_59037_92879, 80868_92788_84087, 80868_211656_92879, 84087_149114_201566, 92788_80868_211656, 92788_84087_149114)	25
Ga0531455_000300	(9139_32601_190390, 32601_190390_172592, 76764_80982_172592, 76764_176840_131804, 80982_76764_176840, 80982_172592_190390)	0
Ga0531455_000304	(56138_92185_101531, 74358_56138_92185, 80775_107278_151631, 80775_212303_133873, 92185_101531_156421, 101531_156421_133872, 107278_80775_212303, 107278_151631_243844, 133872_133873_212303, 133873_133872_156421)	25
Ga0531455_000311	(396_172588_159763, 32601_159763_172588, 149108_396_172588, 159763_32601_190390)	0
Ga0531455_000312	(107848_223798_243148, 107848_238278_184713, 142290_184713_238278, 193436_243148_223798, 223798_107848_238278)	24
Ga0531455_000318	(20167_75937_240523, 20167_236281_212118, 75937_20167_236281)	8
Ga0531455_000324	(24610_202235_202026, 24610_238120_60817, 28583_158773_175567, 28583_175568_84261, 28592_79691_38259, 28592_188800_173845, 59018_84261_175568, 79691_28592_188800, 84261_59018_101762, 158773_28583_175568, 158773_175567_173845, 175567_173845_188800, 202235_24610_238120)	13
Ga0531455_000325	(462_123425_143154)	8
Ga0531455_000329	(28498_32482_122190, 32482_28498_101566, 32482_122190_223738, 84179_223738_122190, 201096_80185_210806, 240429_104161_244740)	33
Ga0531455_000332	(6823_243844_151631, 80775_107278_151631, 80775_212303_133873, 107278_80775_212303, 107278_151631_243844, 133872_133873_212303, 133873_133872_156421, 211656_6823_243844)	25
Ga0531455_000333	(3347_60272_56138, 3347_212511_3402, 60272_3347_212511, 210738_3402_212511)	11
Ga0531455_000335	(32018_210578_107276, 80185_93512_122192)	33
Ga0531455_000337	(53704_37139_212517)	41
Ga0531455_000338	(47017_131792_134747, 131792_47017_201993)	31
Ga0531455_000339	(17365_144617_122939, 17365_234857_188494, 122939_195007_243606, 144617_17365_234857, 144617_122939_195007, 234857_188494_236336)	1
Ga0531455_000350	(32028_211220_202209, 211220_202209_211654)	11
Ga0531455_000351	(1140_34753_193517, 5067_35196_176171, 35196_5067_104401)	26
Ga0531455_000352	(37955_238601_201046, 101076_176174_244677, 176174_101076_238602, 176174_244677_188294, 188294_201046_238601, 201046_188294_244677)	43
Ga0531455_000358	(68345_228647_243274)	28
Ga0531455_000359	(20866_74330_238492, 74330_238492_212127, 101293_101292_112022)	23
Ga0531455_000362	(28583_158773_175567, 28583_175568_84261, 28592_79691_38259, 28592_188800_173845, 79691_28592_188800, 101762_59018_111940, 158773_28583_175568, 158773_175567_173845, 175567_173845_188800, 202235_24610_238120)	13
Ga0531455_000363	(50246_238879_92841)	1
Ga0531455_000364	(216129_122110_228183)	23
Ga0531455_000365	(726_76652_193636, 76652_193636_210846, 184856_210846_193636)	34
Ga0531455_000368	(42220_245487_243422, 68740_144349_201525, 243285_243422_245487)	8
Ga0531455_000373	(6823_211656_80868, 6823_243844_151631, 80775_107278_151631, 80868_92788_134231, 92788_80868_211656, 107278_151631_243844, 211656_6823_243844)	25
Ga0531455_000378	(59018_101762_175654)	15
Ga0531455_000379	(20866_74330_238492, 20866_112022_101292, 74330_20866_112022, 74330_238492_212127, 101293_101292_112022)	23
Ga0531455_000382	(34081_84459_144084, 201980_244164_223886)	4
Ga0531455_000388	(45115_462_123425, 66826_133619_134835, 71129_134835_133619, 84984_66826_133619)	8
Ga0531455_000389	(24107_3344_166884)	40
Ga0531455_000391	(59983_240043_210412)	23
Ga0531455_000393	(56138_60272_144095)	11
Ga0531455_000396	(3344_24107_144508)	40
Ga0531455_000401	(92172_184702_156667)	8
Ga0531455_000402	(50246_115091_134715, 115091_134715_185588)	1
Ga0531455_000407	(3402_212511_188849, 24169_80185_210806, 32018_210578_107276, 56138_60272_188849, 60272_56138_122194, 60272_188849_212511, 75216_210806_80185, 80185_24169_122192, 92782_75216_210806, 143202_107276_210578)	33
Ga0531455_000415	(38572_142570_211632, 56390_142567_142566, 102942_142564_142565, 142564_142565_142566, 142570_38572_243220)	38
Ga0531456_000001	(396_172588_159763, 3735_240592_202235, 24610_202235_240592, 32601_159763_172588, 42156_193134_133169, 73025_24610_202235, 74567_204813_93412, 84202_133169_193134, 102466_93412_204813, 144349_92161_175512, 159763_32601_190390)	0
Ga0531456_000002	(55030_74972_104703, 55030_199271_55713, 74972_55030_199271, 74972_104703_199262, 104703_199262_236193, 134647_176032_240181, 143332_55713_199271, 188628_244356_229299, 228495_188628_244356)	68
Ga0531456_000003	(17365_144617_122939, 22704_122939_144617, 53610_17365_144617)	1
Ga0531456_000006	(25589_37074_92514, 25589_244559_134637, 37074_25589_244559, 51514_212335_55613, 51514_223182_165962, 55613_134637_244559, 134637_55613_212335, 212335_51514_223182)	45
Ga0531456_000008	(396_172588_159763, 32601_159763_172588, 149108_396_172588, 159763_32601_190390)	0
Ga0531456_000009	(32892_133751_228751)	46
Ga0531456_000011	(473_75694_134777, 51047_473_75694, 51047_236334_122373, 89786_112490_223492)	67
Ga0531456_000012	(122110_144568_216129)	37
Ga0531456_000014	(42156_93518_151332, 42156_134824_193134, 51876_223210_122939, 68071_51876_223210, 68071_151332_93518, 80765_234857_144989, 93518_42156_134824, 122939_144617_144989, 144617_122939_223210, 144617_144989_234857, 172554_80765_234857)	1
Ga0531456_000018	(38914_143451_201621, 38914_201504_244317, 56671_56672_210864, 56671_201503_201621, 56672_56671_201503, 56672_210864_56679, 76675_186989_143066, 143451_38914_201504, 143451_201621_201503)	48
Ga0531456_000019	(2821_240332_151710, 59400_195724_219434, 64046_143179_202706, 64046_191972_102725, 143179_64046_191972)	49
Ga0531456_000021	(76590_133484_133756, 133067_133756_133484, 133067_134456_159250, 133756_133067_134456)	50
Ga0531456_000023	(20866_74330_238492, 20866_112022_101292, 59981_101275_59983, 59981_101293_101292, 74330_20866_112022, 74330_238492_212127, 101275_59981_101293, 101275_59983_204841, 101293_101292_112022)	23
Ga0531456_000024	(76625_115112_115113, 115112_76625_210425, 115112_115113_151157, 115113_151157_188865)	51
Ga0531456_000025	(20411_47175_47174, 32833_202714_219678, 32833_207497_207496, 47174_143486_134855, 47175_47174_143486, 75847_134855_143486, 75847_200959_151700, 101439_151700_200959, 134855_75847_200959, 151700_101439_243013, 202714_32833_207497)	41
Ga0531456_000027	(3734_73025_24610, 22412_202299_24667, 22414_193214_32594, 32594_193215_153014, 51913_153017_234735, 51913_236287_219738, 73025_24610_202235, 98850_196832_207323, 98850_234735_153017, 113647_216487_133948, 113647_219488_207323, 133948_219487_212522, 153017_51913_236287, 156414_32479_219489, 193214_32594_193215, 196832_98850_234735, 196832_207323_219488, 201024_212522_219487, 216487_113647_219488, 216487_133948_219487)	52
Ga0531456_000028	(80481_238278_234654)	17
Ga0531456_000029	(20656_202626_102852, 32339_76367_176138, 68740_144349_201525, 68740_216787_195183, 76367_32339_149751, 76367_176138_150780, 84003_73033_229451, 142446_150780_176138, 142446_185716_243405, 144349_68740_216787, 149240_149642_153579, 150780_142446_185716, 202626_102852_234396)	8
Ga0531456_000030	(107848_223798_243148, 107848_238278_184713, 142290_184713_238278, 193436_243148_223798, 223798_107848_238278)	24
Ga0531456_000031	(114_134330_59522, 396_172588_159763, 32601_159763_172588)	0
Ga0531456_000033	(32943_193007_170518, 32943_228322_59567, 37107_50380_134074, 50380_134074_170518, 51711_221183_74955, 134074_170518_193007, 159519_59567_228322, 185507_107769_238826, 193007_32943_228322, 221183_51711_240620)	53
Ga0531456_000034	(585_134556_74951, 37546_74759_156875, 56269_56269_56269, 56269_56269_131867, 56505_84933_156875, 68734_223552_185567, 74759_37546_100034, 74759_156875_84933, 102794_102795_149131, 102795_102794_210645, 104489_236268_185707, 134556_74951_195015, 153061_229095_244852)	10
Ga0531456_000038	(3799_74759_183869, 3799_84933_56505, 3800_149131_100076, 47440_50600_112211, 47440_229073_244603, 50600_47440_229073, 50600_112211_104489, 56505_100076_149131, 74759_3799_84933, 84933_56505_100076, 142525_172592_216877)	54
Ga0531456_000042	(32943_228322_59567, 37107_50380_134074, 50380_37107_123806, 50380_134074_170518, 134074_170518_193007)	53
Ga0531456_000045	(28860_101928_223701, 47224_29395_144884)	55
Ga0531456_000046	(17365_144617_122939, 42156_210425_134824, 42156_243823_243824, 80168_212520_204782, 107556_238571_144558, 134824_193134_204782, 193134_134824_210425, 193134_204782_212520, 202156_80168_212520, 210425_42156_243823)	1
Ga0531456_000048	(53773_53991_60274, 53773_213139_92500, 53991_53773_213139, 53991_60274_60275, 60274_60275_219538, 60275_219538_123679, 92500_123684_153196, 123684_92500_213139)	56
Ga0531456_000052	(25589_37074_92514, 25589_244559_134637, 37074_25589_244559, 51514_212335_55613, 51514_223182_165962, 55613_134637_244559, 134637_55613_212335, 212335_51514_223182)	45
Ga0531456_000053	(47119_238278_80481, 202174_80481_238278, 234654_47119_238278)	17
Ga0531456_000054	(17365_181092_122939, 17365_234857_185588, 32635_122939_181092, 115091_236275_185588, 181092_17365_234857, 234857_185588_236275)	1
Ga0531456_000055	(75743_92429_102725, 92429_75743_143180)	49
Ga0531456_000058	(92139_151226_195624, 173589_228539_234632, 228539_234632_234631)	29
Ga0531456_000060	(47119_238278_80481, 234654_47119_238278)	17
Ga0531456_000062	(6823_211656_80868, 6823_243844_151631, 50015_74358_56138, 50015_151517_122110, 56138_101531_156421, 74358_50015_151517, 74358_56138_101531, 80775_107278_151631, 80775_212303_133873, 80868_92788_134231, 84087_134231_92788, 84087_149114_243639, 92788_80868_211656, 101531_156421_133872, 107276_195173_172592, 107278_80775_212303, 107278_151631_243844, 122110_144568_172592, 133872_133873_212303, 133873_133872_156421, 134231_84087_149114, 144568_122110_151517, 144568_172592_195173, 211656_6823_243844)	25
Ga0531456_000063	(37654_134164_112244)	56
Ga0531456_000064	(50852_68990_107331, 68990_50852_244729, 68990_107331_244728)	32
Ga0531456_000065	(477_193775_201053, 89786_112490_223492, 193775_201053_193776)	67
Ga0531456_000069	(3402_201098_212647, 24169_80185_53914, 28498_32482_193552, 28501_55098_201567, 28501_187028_211164, 32482_28498_101566, 55098_28501_187028, 55098_201567_212647, 56138_60272_243847, 60272_243847_173810, 80185_24169_122192, 94262_244740_202068, 134399_202068_244740, 134399_211164_187028, 201098_3402_212511, 201098_212647_201567, 202068_134399_211164, 243639_94262_244740)	33
